Full_Address,Bedrooms,Bathrooms,Price,Latitude,Longitude,City_Brampton,City_Markham,City_Mississauga,City_Toronto,City_Vaughan,Home_Type_CONDO,Home_Type_SINGLE_FAMILY,Home_Type_TOWNHOUSE
"17 Heathwood Dr, Brampton, ON L7A 1Z6",3,3,849000,43.708607,-79.75837,1,0,0,0,0,0,1,0
"83 River Heights Dr, Brampton, ON L6P 3B7",4,6,849000,43.73391,-79.74219,1,0,0,0,0,0,1,0
"36 Culture Cres, Brampton, ON L6X 4X8",4,4,849000,43.677406,-79.758316,1,0,0,0,0,0,1,0
"33 Argyle Cres, Brampton, ON L6T 1M9",3,2,849500,43.706367,-79.74214,1,0,0,0,0,0,1,0
"107 Narrow Valley Cres, Brampton, ON L6R 2M5",3,4,849900,43.678368,-79.79251,1,0,0,0,0,0,1,0
"7 Milford Cres, Brampton, ON L6S 3E3",5,4,849900,43.720226,-79.80547,1,0,0,0,0,0,1,0
"5 Trailridge Dr, Brampton, ON L6X 4M6",3,4,850000,43.70157,-79.7718,1,0,0,0,0,0,1,0
"27 Dusty Star Rd, Brampton, ON L6R 1Y2",3,3,864900,43.71878,-79.708015,1,0,0,0,0,0,1,0
"158 Wexford Rd, Brampton, ON L6Z 2R1",3,4,869900,43.69082,-79.82099,1,0,0,0,0,0,1,0
"22 Jingle Cres, Brampton, ON L6S 0B2",3,4,879000,43.686,-79.812164,1,0,0,0,0,0,1,0
"20 Prouse Dr, Brampton, ON L6V 3A8",3,2,879900,43.719788,-79.7738,1,0,0,0,0,0,0,1
"108 Roulette Cres, Brampton, ON L7A 4R5",5,5,879999,43.736366,-79.72318,1,0,0,0,0,0,1,0
"1 Battalion Rd #40, Brampton, ON L7A 4B5",3,3,888000,43.71154,-79.811386,1,0,0,0,0,0,1,0
"24 Amaryllis Dr, Brampton, ON L7A 0M4",3,4,888888,43.71153,-79.77236,1,0,0,0,0,0,1,0
"32 Benmore Cres, Brampton, ON L6P 2T3",4,4,889000,43.66018,-79.736565,1,0,0,0,0,0,0,1
"159 Brisdale Dr, Brampton, ON L7A 2Y8",4,4,897900,43.73503,-79.78845,1,0,0,0,0,0,1,0
"14 Checkerberry Cres, Brampton, ON L6R 2T2",3,4,899000,43.714592,-79.77394,1,0,0,0,0,0,1,0
"10 Mobray Pl, Brampton, ON L6W 4M5",5,5,899000,43.72014,-79.75964,1,0,0,0,0,0,1,0
"163 Moregate Cres, Brampton, ON L6S 3K9",3,2,899000,43.706924,-79.81693,1,0,0,0,0,0,1,0
"20 Grape Trl, Brampton, ON L7A 2V8",3,3,899000,43.72904,-79.77366,1,0,0,0,0,0,0,1
"7 Stonecrop Rd, Brampton, ON L6Y 2Z3",4,6,899000,43.722565,-79.706436,1,0,0,0,0,0,1,0
"54 Epsom Downs Dr, Brampton, ON L6T 1Y8",3,2,899000,43.65745,-79.72695,1,0,0,0,0,0,0,1
"162 Archdekin Dr, Brampton, ON L6V 1Y7",4,3,899000,43.706005,-79.753174,1,0,0,0,0,0,1,0
"24 Hanover Rd #1203, Brampton, ON L6S 5K8",2,2,899888,43.69807,-79.84304,1,0,0,0,0,0,1,0
"33 Edenborough Dr, Brampton, ON L6T 3A2",3,2,899900,43.710396,-79.706055,1,0,0,0,0,0,1,0
"76 Baybrook Rd, Brampton, ON L7A 1L9",3,4,899900,43.757946,-79.7575,1,0,0,0,0,1,0,0
"2519/47 Embleton Rd, Brampton, ON L6Y 0G1",3,1,899905,43.771793,-79.75888,1,0,0,0,0,0,1,0
"84 Lesabre Cres, Brampton, ON L6P 3Z9",3,3,899999,43.696823,-79.76586,1,0,0,0,0,0,1,0
"100 Belladonna Cir, Brampton, ON L6P 4B6",4,6,919990,43.67836,-79.7724,1,0,0,0,0,0,1,0
"52 Addington Cres, Brampton, ON L6T 2R3",3,4,923500,43.68969,-79.77652,1,0,0,0,0,0,1,0
"22 Ellen St, Brampton, ON L6V 1J6",4,3,949000,43.705524,-79.74558,1,0,0,0,0,0,1,0
"27 Irene Cres, Brampton, ON L7A 2V3",3,4,949000,43.761845,-79.71914,1,0,0,0,0,0,1,0
"17 Penguin Ln, Brampton, ON L6R 2C1",3,4,950000,43.76871,-79.75105,1,0,0,0,0,0,0,1
"72 Jill Cres, Brampton, ON L6S 3J2",4,3,959000,43.67606,-79.82054,1,0,0,0,0,0,0,1
"16 Pathmaster Rd, Brampton, ON L6P 2G8",4,4,961000,43.784103,-79.66512,1,0,0,0,0,0,0,1
"5 Lisa St UNIT 1002, Brampton, ON L6T 4T4",3,2,969000,43.726784,-79.789894,1,0,0,0,0,0,1,0
"62 Watsonbrook Dr, Brampton, ON L6R 0R3",4,4,969800,43.67157,-79.73036,1,0,0,0,0,0,1,0
"52 Hall Cres, Brampton, ON L6X 3J6",4,4,969888,43.708393,-79.81818,1,0,0,0,0,0,1,0
"33 Baylawn Cir, Brampton, ON L6P 2M6",4,6,979999,43.71844,-79.70092,1,0,0,0,0,0,1,0
"5 Christie Dr, Brampton, ON L6Z 3H6",4,4,979999,43.688282,-79.77542,1,0,0,0,0,0,1,0
"250 Sunny Meadow Blvd, Brampton, ON L6R 3Y7",3,3,989900,43.699833,-79.7697,1,0,0,0,0,0,1,0
"60 Darras Ct, Brampton, ON L6T 1W7",3,2,995000,43.73436,-79.768036,1,0,0,0,0,0,1,0
"33 Edenridge Dr, Brampton, ON L6T 3A9",5,3,999000,43.70868,-79.70521,1,0,0,0,0,0,1,0
"1 Sophia St, Brampton, ON L6V 1T8",4,3,999000,43.682564,-79.80029,1,0,0,0,0,0,1,0
"12 Pickard Ln, Brampton, ON L6Y 2M5",4,4,999000,43.760433,-79.78258,1,0,0,0,0,0,0,1
"12 Blossom Ave, Brampton, ON L6X 2W3",3,3,999000,43.736156,-79.76506,1,0,0,0,0,0,1,0
"35 Napa Valley Cres, Brampton, ON L7A 2T6",3,4,999000,43.69958,-79.84779,1,0,0,0,0,0,0,1
"60 Cloverdale Dr, Brampton, ON L6T 2T4",3,2,999000,43.69025,-79.83125,1,0,0,0,0,0,1,0
"27 Bonsai Ln, Brampton, ON L7A 0T9",3,3,999000,43.719406,-79.83231,1,0,0,0,0,0,1,0
"9 George St N #1802, Brampton, ON L6X 0T6",2,2,999087,43.673386,-79.73482,1,0,0,0,0,0,1,0
"100 County Court Blvd #2002, Brampton, ON L6W 3X1",2,2,999500,43.719658,-79.74207,1,0,0,0,0,0,1,0
"74 Doncaster Dr, Brampton, ON L6T 1T1",3,3,999888,43.664852,-79.773705,1,0,0,0,0,0,1,0
"19 Knightswood Cres, Brampton, ON L7A 3R1",3,4,999888,43.70282,-79.81038,1,0,0,0,0,0,1,0
"40 Beckenham Rd, Brampton, ON L6P 2L8",4,4,999900,43.78013,-79.65653,1,0,0,0,0,0,0,1
"22 Picasso Dr, Brampton, ON L6P 3L6",4,4,999900,43.77631,-79.74219,1,0,0,0,0,0,0,1
"11 Fawson Cove Way, Brampton, ON L6R 0G7",3,3,999900,43.712852,-79.707,1,0,0,0,0,0,1,0
"68 Hillside Dr, Brampton, ON L6S 1A6",4,4,999900,43.790848,-79.66748,1,0,0,0,0,0,1,0
"41 Bramtrail Gate, Brampton, ON L7A 3W3",5,3,999900,43.67191,-79.780014,1,0,0,0,0,0,1,0
"339 Edenbrook Hill Dr, Brampton, ON L7A 2L3",3,4,999990,43.679752,-79.78176,1,0,0,0,0,0,1,0
"16 Agincourt Cir, Brampton, ON L6X 2M4",4,5,999998,43.656574,-79.74651,1,0,0,0,0,0,1,0
"7 Mitchell Ave, Brampton, ON L6Z 1H2",3,4,999999,43.68327,-79.76687,1,0,0,0,0,0,1,0
"122 Dolobram Trl, Brampton, ON L7A 4Y5",4,4,999999,43.737907,-79.804756,1,0,0,0,0,0,1,0
"23 Wheatberry Cres, Brampton, ON L6R 4A1",4,6,999999,43.679695,-79.7455,1,0,0,0,0,0,1,0
"78 Echoridge Dr, Brampton, ON L7A 3L6",3,4,999999,43.775867,-79.67968,1,0,0,0,0,0,1,0
"59 Ashford Ct, Brampton, ON L6V 3E2",3,2,999999,43.721634,-79.82886,1,0,0,0,0,0,1,0
"124 Valonia Dr, Brampton, ON L6V 4J9",4,3,999999,43.71611,-79.7151,1,0,0,0,0,0,1,0
"475 Bramalea Rd #83, Brampton, ON L6T 2X3",3,2,1039000,43.680084,-79.81452,1,0,0,0,0,0,1,0
"5 Inwood Pl, Brampton, ON L6R 1T2",4,5,1049000,43.678833,-79.74496,1,0,0,0,0,0,1,0
"15 Compassion Cres S, Brampton, ON L6P 3X5",4,4,1049900,43.76128,-79.717896,1,0,0,0,0,0,1,0
"15 Woodvalley Dr, Brampton, ON L7A 1Z5",4,4,1049900,43.69999,-79.808205,1,0,0,0,0,0,1,0
"10 La France Rd, Brampton, ON L6S 3V8",4,4,1050000,43.67981,-79.842125,1,0,0,0,0,0,0,1
"131 Cornwall Hts, Brampton, ON L6W 2J1",3,2,1059900,43.722103,-79.76236,1,0,0,0,0,0,1,0
"44 Porteous Cir, Brampton, ON L6S 5C3",4,4,1096000,43.670628,-79.74943,1,0,0,0,0,0,1,0
"7 Mistybrook Cres, Brampton, ON L7A 2S8",4,3,1099000,43.798763,-79.673805,1,0,0,0,0,0,1,0
"122 Royal Palm Dr, Brampton, ON L6Z 1P7",3,2,1099000,43.648415,-79.74734,1,0,0,0,0,0,1,0
"123 Creditstone Rd, Brampton, ON L6Y 4G1",3,4,1099000,43.751938,-79.763084,1,0,0,0,0,0,1,0
"18 Levine Ct, Brampton, ON L6S 4M4",4,4,1099000,43.671795,-79.77629,1,0,0,0,0,0,1,0
"215 Queen St E #802, Brampton, ON L6W 0A9",1,1,1099000,43.709232,-79.75079,1,0,0,0,0,0,1,0
"65 Darras Ct, Brampton, ON L6T 1W7",3,2,1099000,43.696102,-79.86265,1,0,0,0,0,0,1,0
"42 Domenico Cres, Brampton, ON L6P 1H5",3,4,1099888,43.694534,-79.826866,1,0,0,0,0,0,1,0
"26 Freshspring Dr, Brampton, ON L6R 3H7",4,4,1099900,43.70971,-79.70615,1,0,0,0,0,0,1,0
"85 Yellow Brick Rd, Brampton, ON L6V 4K7",3,3,1099900,43.689445,-79.74386,1,0,0,0,0,0,1,0
"57 Huntingwood Cres, Brampton, ON L6S 1S5",3,2,1099900,43.75641,-79.783005,1,0,0,0,0,0,1,0
"11 Murphy Rd, Brampton, ON L6S 0B1",4,3,1099998,43.70559,-79.74824,1,0,0,0,0,0,1,0
"10 Lombardy Cres, Brampton, ON L6S 4L8",4,4,1099999,43.679047,-79.80974,1,0,0,0,0,0,1,0
"19 Glencastle Sq, Brampton, ON L6S 2H8",4,2,1099999,43.745754,-79.72632,1,0,0,0,0,0,1,0
"21 Kayak Hts, Brampton, ON L6Z 0H8",3,4,1099999,43.675777,-79.780655,1,0,0,0,0,0,1,0
"82 Abell Dr, Brampton, ON L6V 2Z8",4,3,1099999,43.680187,-79.73621,1,0,0,0,0,0,1,0
"26 Horseshoe Ct, Brampton, ON L6S 1S1",5,3,1100000,43.762905,-79.72669,1,0,0,0,0,0,1,0
"104 Lord Simcoe Dr, Brampton, ON L6S 5G9",4,3,1100000,43.671703,-79.81985,1,0,0,0,0,0,1,0
"13 Queen Mary Dr, Brampton, ON L7A 1X8",4,4,1100000,43.675175,-79.760735,1,0,0,0,0,0,1,0
"218 Town House Cres, Brampton, ON L6W 3C6",3,2,1139900,43.755272,-79.76155,1,0,0,0,0,0,1,0
"49 Inglewood Dr, Brampton, ON L6W 2N6",3,3,1145100,43.682327,-79.81742,1,0,0,0,0,0,1,0
"9 Juniper Cres, Brampton, ON L6S 1J9",3,2,1149999,43.669823,-79.82509,1,0,0,0,0,0,1,0
"27 Wellsprings Dr, Brampton, ON L6V 4S5",3,4,1150000,43.68557,-79.82248,1,0,0,0,0,0,1,0
"1A Sophia St, Brampton, ON L6V 1T8",2,2,1150000,43.77432,-79.66167,1,0,0,0,0,0,1,0
"40 Faders Dr, Brampton, ON L7A 4Y2",3,4,1150000,43.685917,-79.7478,1,0,0,0,0,0,1,0
"97 Elizabeth St S, Brampton, ON L6Y 1R4",3,2,1150000,43.714462,-79.827126,1,0,0,0,0,0,1,0
"22 Hartnell Sq, Brampton, ON L6S 5W9",2,4,1155777,43.739,-79.75189,1,0,0,0,0,0,1,0
"22 Farthingale Cres, Brampton, ON L7A 1R3",3,2,1164888,43.69287,-79.82618,1,0,0,0,0,0,1,0
"33 Pleasantview Ave, Brampton, ON L6X 1W6",3,2,1174000,43.768436,-79.71908,1,0,0,0,0,0,1,0
"19 Scottsdale Ct, Brampton, ON L6W 3R8",4,2,1174999,43.730213,-79.82272,1,0,0,0,0,0,1,0
"32 Todmorden Dr, Brampton, ON L7A 1M6",3,4,1189000,43.68019,-79.755775,1,0,0,0,0,0,1,0
"62 Sutherland Ave, Brampton, ON L6V 2H7",3,2,1195000,43.68104,-79.82573,1,0,0,0,0,0,1,0
"30 Parkway Ave, Brampton, ON L6X 2G4",5,3,1198800,43.717472,-79.78297,1,0,0,0,0,0,1,0
"73 Addington Cres N, Brampton, ON L6T 2R4",3,3,1198888,43.673615,-79.73857,1,0,0,0,0,0,1,0
"9 Havenbrook Ct, Brampton, ON L6S 2B4",4,2,1199000,43.628014,-79.795555,1,0,0,0,0,0,0,1
"6 Clyde Rd, Brampton, ON L6X 0L9",4,3,1199000,43.67009,-79.783134,1,0,0,0,0,0,1,0
"64 Schooner Dr, Brampton, ON L7A 3H6",4,5,1199000,43.656097,-79.749084,1,0,0,0,0,0,1,0
"26 Edsel Rd, Brampton, ON L7A 4K6",4,4,1199000,43.66207,-79.76665,1,0,0,0,0,0,1,0
"33 Thornbush Blvd, Brampton, ON L7A 0K5",3,3,1199000,43.71315,-79.77899,1,0,0,0,0,0,1,0
"10 Merrydale Ct, Brampton, ON L6P 0H4",5,4,1199000,43.681183,-79.8086,1,0,0,0,0,0,1,0
"2 Leo Austin Rd, Brampton, ON L6P 4C2",4,4,1199900,43.71628,-79.75971,1,0,0,0,0,0,1,0
"38 Kitto Ct, Brampton, ON L6Y 5B1",4,4,1199999,43.75499,-79.741936,1,0,0,0,0,0,1,0
"49 Royal West Dr, Brampton, ON L6X 2M2",4,6,1200000,43.7264,-79.8295,1,0,0,0,0,0,1,0
"44 Templehill Rd, Brampton, ON L6R 3S6",4,5,1229000,43.706306,-79.71033,1,0,0,0,0,0,1,0
"105 Madoc Dr, Brampton, ON L6V 2A5",4,3,1248800,43.71768,-79.74558,1,0,0,0,0,0,1,0
"54 Silent Pond Cres, Brampton, ON L6V 4R6",3,4,1249000,43.732376,-79.82728,1,0,0,0,0,0,1,0
"26 Horatio Ct, Brampton, ON L6S 1X8",3,1,1249000,43.72091,-79.70404,1,0,0,0,0,0,1,0
"51 Upper Highlands Dr, Brampton, ON L6Z 4V9",4,3,1249000,43.782143,-79.673004,1,0,0,0,0,0,1,0
"45 West St, Brampton, ON L6X 1V8",3,3,1249998,43.69384,-79.774185,1,0,0,0,0,0,1,0
"31 Louvain Dr, Brampton, ON L6P 1W7",3,2,1250000,43.719967,-79.825195,1,0,0,0,0,0,1,0
"36 Nimrod Cres, Brampton, ON L6S 4V3",4,4,1250000,43.746964,-79.73911,1,0,0,0,0,0,1,0
"31 Kanashiro St, Brampton, ON L6P 1G8",4,3,1269900,43.69008,-79.830444,1,0,0,0,0,0,1,0
"76 Frederick St, Brampton, ON L6Y 1G8",3,3,1270000,43.792084,-79.67049,1,0,0,0,0,0,1,0
"28 Hybrid St, Brampton, ON L7A 0N2",3,3,1274900,43.723763,-79.81765,1,0,0,0,0,0,1,0
"14 Cox Cres, Brampton, ON L6X 3H1",4,3,1279888,43.691765,-79.82523,1,0,0,0,0,0,1,0
"58 Education Rd, Brampton, ON L6P 3P3",4,4,1289000,43.700558,-79.82564,1,0,0,0,0,0,1,0
"49 Pertosa Dr, Brampton, ON L6X 4W7",3,3,1298000,43.70206,-79.81278,1,0,0,0,0,0,1,0
"451 Bartley Bull Pkwy, Brampton, ON L6W 2M4",4,2,1298500,43.73985,-79.74443,1,0,0,0,0,0,1,0
"122 Pappain Cres, Brampton, ON L7A 3J7",5,5,1298500,43.7204,-79.75259,1,0,0,0,0,0,1,0
"12 Cachet Ct, Brampton, ON L6X 0X2",5,5,1298800,43.67224,-79.79038,1,0,0,0,0,0,1,0
"51 Braidwood Lake Rd, Brampton, ON L6Z 1R6",4,4,1299000,43.67523,-79.7925,1,0,0,0,0,0,1,0
"10 Applegrove Ct, Brampton, ON L6R 2Y8",4,4,1299000,43.67992,-79.77319,1,0,0,0,0,0,1,0
"72 Russell Creek Dr, Brampton, ON L6R 3Z3",4,4,1299000,43.70922,-79.82427,1,0,0,0,0,0,1,0
"23 Meadow Glade Rd, Brampton, ON L6R 1Z6",4,4,1299000,43.734447,-79.83173,1,0,0,0,0,0,1,0
"158 Vintage Gate, Brampton, ON L6X 5B3",4,3,1299000,43.715664,-79.79464,1,0,0,0,0,0,1,0
"94 Simmons Blvd, Brampton, ON L6V 3V6",3,2,1299900,43.68625,-79.79992,1,0,0,0,0,0,1,0
"64 Fandango Dr, Brampton, ON L6X 0R4",3,4,1299988,43.66038,-79.768394,1,0,0,0,0,0,1,0
"1 Sinatra St, Brampton, ON L6R 4B4",4,5,1299999,43.788605,-79.75102,1,0,0,0,0,0,1,0
"54 Riverplace Cres, Brampton, ON L6P 2N3",3,4,1300000,43.63276,-79.7959,1,0,0,0,0,0,1,0
"60 Dewridge Ct, Brampton, ON L6R 3C1",4,4,1350000,43.70765,-79.81869,1,0,0,0,0,0,1,0
"9 Chestermere Cres, Brampton, ON L7A 2A4",4,4,1377000,43.684185,-79.80335,1,0,0,0,0,0,1,0
"16 Links Ln, Brampton, ON L6Y 5H1",3,3,1389000,43.729824,-79.8217,1,0,0,0,0,0,1,0
"36 Blaketon Ct, Brampton, ON L6P 1K7",3,3,1389900,43.69457,-79.80585,1,0,0,0,0,0,1,0
"103 Miracle Trl, Brampton, ON L7A 0Y9",4,4,1398000,43.65918,-79.75433,1,0,0,0,0,0,1,0
"12 Sheepberry Ter, Brampton, ON L7A 2B6",4,4,1398800,43.673756,-79.72032,1,0,0,0,0,0,1,0
"1 Gifford Gate, Brampton, ON L6R 0M4",4,3,1399000,43.680035,-79.77067,1,0,0,0,0,0,1,0
"7 Baha Cres, Brampton, ON L7A 2J2",3,2,1399000,43.708473,-79.85018,1,0,0,0,0,0,1,0
"92 Ambleside Dr, Brampton, ON L6Y 1B9",3,3,1399000,43.797043,-79.7521,1,0,0,0,0,0,1,0
"29 Sunnyview Rd, Brampton, ON L7A 3E4",3,3,1399000,43.701237,-79.81184,1,0,0,0,0,0,1,0
"11 Alboreto Way, Brampton, ON L6X 0N4",4,3,1399000,43.796776,-79.66904,1,0,0,0,0,0,1,0
"200 Malta Ave TOWNHOUSE 63, Brampton, ON L6Y 5B4",3,3,1399000,43.71938,-79.73567,1,0,0,0,0,0,1,0
"8 Tara Park Ct, Brampton, ON L6V 3E4",3,2,1399700,43.694366,-79.83529,1,0,0,0,0,0,1,0
"9 Amethyst Cir, Brampton, ON L6P 0Z7",5,4,1399888,43.72175,-79.73908,1,0,0,0,0,0,1,0
"120 Watsonbrook Dr, Brampton, ON L6R 0R4",4,5,1399900,43.68512,-79.82528,1,0,0,0,0,0,1,0
"12 Hiberton Cres, Brampton, ON L7A 3E2",4,4,1399900,43.69248,-79.83018,1,0,0,0,0,0,1,0
"3 Nightjar Dr, Brampton, ON L7A 5A1",5,4,1399998,43.653027,-79.80948,1,0,0,0,0,0,1,0
"66 Jill Cres, Brampton, ON L6S 3J2",4,4,1410000,43.755272,-79.77491,1,0,0,0,0,0,1,0
"474 Father Tobin Rd, Brampton, ON L6R 0S6",4,3,1415000,43.77953,-79.701035,1,0,0,0,0,0,1,0
"50 Sahara Trl, Brampton, ON L6R 1P3",4,3,1449000,43.732445,-79.77859,1,0,0,0,0,0,1,0
"127 Passfield Trl, Brampton, ON L6P 1V1",4,4,1449888,43.724552,-79.819145,1,0,0,0,0,0,1,0
"128 Church St E, Brampton, ON L6V 1G8",2,2,1449900,43.675076,-79.81238,1,0,0,0,0,0,1,0
"82 Carleton Pl, Brampton, ON L6T 3Z4",3,4,1449900,43.72415,-79.81952,1,0,0,0,0,0,1,0
"5 Braemore Rd, Brampton, ON L6X 1E4",3,2,1450000,43.67578,-79.79239,1,0,0,0,0,0,1,0
"49 Pellegrino Rd, Brampton, ON L7A 4V5",5,6,1469000,43.787373,-79.66644,1,0,0,0,0,0,1,0
"36 Sandyshores Dr, Brampton, ON L6R 2H2",4,4,1475000,43.65327,-79.72028,1,0,0,0,0,0,1,0
"15 Clarkson Ct, Brampton, ON L6T 1Z9",3,3,1479000,43.706947,-79.83082,1,0,0,0,0,0,1,0
"4 Zamek St, Brampton, ON L6R 3V9",4,3,1489900,43.721214,-79.77796,1,0,0,0,0,0,1,0
"54 Bayhampton Dr, Brampton, ON L6P 2S7",4,4,1495000,43.711395,-79.7332,1,0,0,0,0,0,1,0
"2 Kendra Ct, Brampton, ON L7A 1L8",3,2,1495000,43.79205,-79.74249,1,0,0,0,0,0,1,0
"12 Pepperbush Rd, Brampton, ON L6P 2L2",4,4,1499000,43.814194,-79.72423,1,0,0,0,0,0,1,0
"66 Coachlight Cres, Brampton, ON L6P 2Y8",3,4,1499000,43.7187,-79.7364,1,0,0,0,0,0,1,0
"32 Newby Ct, Brampton, ON L6V 2R8",4,3,1499000,43.67157,-79.72536,1,0,0,0,0,0,1,0
"100 Leeward Dr #1809, Brampton, ON L6S 5V9",3,2,1499999,43.72492,-79.81033,1,0,0,0,0,0,1,0
"13 Brinkley Dr, Brampton, ON L7A 1L8",4,4,1548000,43.690086,-79.79453,1,0,0,0,0,0,1,0
"27 Aspen Hills Rd, Brampton, ON L6Y 6E4",3,3,1549000,43.690056,-79.82278,1,0,0,0,0,0,1,0
"13 Ferncroft Pl, Brampton, ON L7A 3C8",4,4,1549900,43.68689,-79.815895,1,0,0,0,0,0,1,0
"2 Langley Pl, Brampton, ON L6S 3Z9",4,4,1549900,43.750057,-79.78153,1,0,0,0,0,0,1,0
"87 Seaborn Rd, Brampton, ON L6V 2C2",4,6,1550000,43.671173,-79.809975,1,0,0,0,0,0,1,0
"118 Griselda Cres, Brampton, ON L6S 1M3",3,2,1551000,43.73335,-79.76039,1,0,0,0,0,0,1,0
"29 Fallstar Cres, Brampton, ON L7A 2J6",4,4,1559888,43.77485,-79.72466,1,0,0,0,0,0,1,0
"34 Trewartha Cres, Brampton, ON L6Z 1X4",3,2,1570000,43.628006,-79.76621,1,0,0,0,0,0,1,0
"62 Lake Louise Dr, Brampton, ON L6X 4Y6",3,2,1594000,43.77801,-79.75366,1,0,0,0,0,0,1,0
"36 Worthington Ave, Brampton, ON L7A 1M9",3,3,1599000,43.71371,-79.73997,1,0,0,0,0,0,1,0
"99 Dawson Cres, Brampton, ON L6V 3M6",3,2,1599000,43.738747,-79.80576,1,0,0,0,0,0,1,0
"12 Fidelity Ave, Brampton, ON L7A 2S6",3,3,1599000,43.644638,-79.74464,1,0,0,0,0,0,1,0
"22 Chestnut Ave, Brampton, ON L6X 2A5",4,2,1599000,43.642857,-79.75621,1,0,0,0,0,0,1,0
"51 Elbern Markell Dr, Brampton, ON L6X 2X6",5,6,1599900,43.698784,-79.81802,1,0,0,0,0,0,1,0
"24 Hanover Rd #806, Brampton, ON L6S 5K8",1,1,1599900,43.77255,-79.73625,1,0,0,0,0,0,1,0
"66 Ebury Dr, Brampton, ON L6X 5M7",3,3,1599900,43.770023,-79.71908,1,0,0,0,0,0,1,0
"200 Cresthaven Rd #88, Brampton, ON L7A 1J5",3,2,1629000,43.748737,-79.7327,1,0,0,0,0,0,1,0
"20 Sliprock Cres #LY6-0W7, Brampton, ON L6Y 0W7",4,4,1669000,43.76276,-79.783035,1,0,0,0,0,0,1,0
"63 Lord Simcoe Dr, Brampton, ON L6S 5G7",4,4,1679000,43.792316,-79.74726,1,0,0,0,0,0,1,0
"14 Crosswood Ln, Brampton, ON L6V 3M2",3,2,1690000,43.74892,-79.730446,1,0,0,0,0,0,1,0
"80 Natronia Trl, Brampton, ON L6P 3N8",4,3,1699000,43.678528,-79.753105,1,0,0,0,0,0,1,0
"31 Farmington Dr, Brampton, ON L6W 2V3",4,3,1699000,43.7678,-79.745514,1,0,0,0,0,0,1,0
"41 Braemore Rd, Brampton, ON L6X 1E4",4,4,1699000,43.774387,-79.73871,1,0,0,0,0,0,1,0
"16 Piccolo Wood, Brampton, ON L6S 5C3",4,4,1699000,43.708702,-79.835,1,0,0,0,0,0,1,0
"68 Mullis Cres, Brampton, ON L6Y 4S9",3,3,1699900,43.666046,-79.800064,1,0,0,0,0,0,1,0
"75 Mikado Cres, Brampton, ON L6S 3R5",4,3,1699990,43.691597,-79.85718,1,0,0,0,0,0,1,0
"67 Laurelcrest St, Brampton, ON L6S 5W3",4,4,1699999,43.77151,-79.71861,1,0,0,0,0,0,1,0
"13 Treasure Dr, Brampton, ON L7A 3L1",2,3,1699999,43.713966,-79.73055,1,0,0,0,0,0,1,0
"16 Chevrolet Dr, Brampton, ON L7A 3C5",4,3,1699999,43.69628,-79.8353,1,0,0,0,0,0,1,0
"17 Bruce Beer Dr, Brampton, ON L6V 2W7",3,3,1700000,43.670967,-79.75769,1,0,0,0,0,0,1,0
"83 Leadership Dr, Brampton, ON L6Y 5T4",4,5,1749000,43.63689,-79.807396,1,0,0,0,0,0,1,0
"101 Dunlop Ct, Brampton, ON L6X 5A6",2,3,1749000,43.721,-79.832436,1,0,0,0,0,0,1,0
"8 Armani Ln, Brampton, ON L6P 2K2",4,5,1749000,43.66481,-79.75368,1,0,0,0,0,0,1,0
"26 Hanover Rd #306, Brampton, ON L6S 4T2",2,2,1749900,43.815197,-79.72736,1,0,0,0,0,0,1,0
"42 Customline Dr, Brampton, ON L7A 3C2",5,5,1749999,43.748627,-79.75858,1,0,0,0,0,0,1,0
"24 Degrey Dr, Brampton, ON L6P 3T6",4,6,1750000,43.666206,-79.818695,1,0,0,0,0,0,1,0
"261 Queen Mary Dr, Brampton, ON L7A 3L6",4,4,1779000,43.77334,-79.68929,1,0,0,0,0,0,1,0
"108 Royal West Dr, Brampton, ON L6X 0V4",4,5,1799900,43.669334,-79.727715,1,0,0,0,0,0,1,0
"39 Corby Cres, Brampton, ON L6Y 1H3",3,3,1799999,43.765106,-79.78618,1,0,0,0,0,0,1,0
"24 Poplar Plains Rd, Brampton, ON L7A 1Z5",5,4,1799999,43.661186,-79.77953,1,0,0,0,0,0,1,0
"4 Premier Pl, Brampton, ON L6S 3W1",3,4,1825000,43.648834,-79.76959,1,0,0,0,0,0,1,0
"8 Hacienda Ct, Brampton, ON L6Z 3J2",3,4,1829900,43.75956,-79.769424,1,0,0,0,0,0,1,0
"14 Merrimac Dr, Brampton, ON L6Y 6K3",4,4,1849000,43.6585,-79.778435,1,0,0,0,0,0,1,0
"6 Stonecrest Dr, Brampton, ON L6R 2W9",4,4,1879999,43.663567,-79.80772,1,0,0,0,0,0,1,0
"12 Mount Royal Cir, Brampton, ON L6P 1Y7",4,3,1899888,43.76856,-79.73964,1,0,0,0,0,0,1,0
"24 Maisonneuve Blvd, Brampton, ON L6P 1W8",5,6,2079000,43.81068,-79.7315,1,0,0,0,0,0,1,0
"148 Brentwood Dr, Brampton, ON L6T 1R3",3,2,2099000,43.74381,-79.75142,1,0,0,0,0,0,1,0
"19 Homer Sq, Brampton, ON L6S 1X9",3,2,2099000,43.655087,-79.781715,1,0,0,0,0,0,1,0
"74 Sundridge St, Brampton, ON L7A 1J7",4,3,2099900,43.70253,-79.84934,1,0,0,0,0,0,1,0
