Full_Address,Bedrooms,Bathrooms,Price,Latitude,Longitude,City_Brampton,City_Markham,City_Mississauga,City_Toronto,City_Vaughan,Home_Type_CONDO,Home_Type_SINGLE_FAMILY,Home_Type_TOWNHOUSE
"73 Howell Sq, Toronto, ON M1B 1C3",5,4,749000,43.811153,-79.267586,0,0,0,1,0,0,0,1
"40 Rodeo Ptwy, Toronto, ON M1N 4C9",2,3,1079900,43.6439,-79.39948,0,0,0,1,0,1,0,0
"20 Bruyeres Mews #2011, Toronto, ON M5V 0G8",1,1,799000,43.662025,-79.38654,0,0,0,1,0,1,0,0
"501 Adelaide St W #505, Toronto, ON M5V 0R3",1,1,749990,43.73674,-79.57357,0,0,0,1,0,0,1,0
"5 Soudan Ave #923, Toronto, ON M4S 0B1",1,1,499999,43.749535,-79.20746,0,0,0,1,0,1,0,0
"82 Cedar Brae Blvd, Toronto, ON M1J 2K5",5,3,3880000,43.685066,-79.29297,0,0,0,1,0,0,1,0
"51 E Liberty St #1907, Toronto, ON M6K",1,1,729000,43.749535,-79.20746,0,0,0,1,0,1,0,0
"18 William Carson Cres #209, Toronto, ON M2P 2G6",2,2,1038000,43.63916,-79.54058,0,0,0,1,0,0,1,0
"3237 Bayview Ave #505, Toronto, ON M2K 0G1",1,1,399900,43.70423,-79.39735,0,0,0,1,0,1,0,0
"132 Janray Dr, Toronto, ON M1G 1Y9",3,3,1299000,43.733707,-79.481834,0,0,0,1,0,0,1,0
"11 Bush Dr, Toronto, ON M1C 1G7",3,2,1249900,43.7565,-79.17555,0,0,0,1,0,0,1,0
"50 Orchid Place Dr #28, Toronto, ON M1B 0C4",2,2,649999,43.676304,-79.383804,0,0,0,1,0,1,0,0
"10 Yonge St #3111, Toronto, ON M5E 1R4",2,2,1198000,43.74162,-79.53747,0,0,0,1,0,0,1,0
"11 Bogert Ave PENTHOUSE 3301, Toronto, ON M2N 0H4",1,2,785000,43.660446,-79.443794,0,0,0,1,0,0,1,0
"29 Rosebank Dr S #802, Toronto, ON M1B 5Y7",4,3,699000,43.804623,-79.20301,0,0,0,1,0,0,0,1
"96 Summerhill Ave, Toronto, ON M4T 1B2",5,5,4488000,43.667686,-79.37736,0,0,0,1,0,1,0,0
"52 Firstbrooke Rd, Toronto, ON M4E 2L1",3,1,1149900,43.70754,-79.53077,0,0,0,1,0,0,0,1
"1103 Leslie St #405, Toronto, ON M3C 4G8",2,2,639000,43.640057,-79.58135,0,0,0,1,0,1,0,0
"66 Portland St #607, Toronto, ON M5V 2M6",1,1,619900,43.67654,-79.40561,0,0,0,1,0,1,0,0
"1 Neighbourhood Ln #513, Toronto, ON M8Y 0C2",1,1,559000,43.621227,-79.48332,0,0,0,1,0,1,0,0
"306 Donlands Ave, Toronto, ON M4J 3R6",2,1,699900,43.74248,-79.19796,0,0,0,1,0,0,0,1
"94 Helena Ave, Toronto, ON M6G 2H2",4,5,3685000,43.72071,-79.48532,0,0,0,1,0,0,0,1
"123 Euclid Ave, Toronto, ON M6J 2J8",4,3,1499000,43.707085,-79.39774,0,0,0,1,0,1,0,0
"11 Checkers Ct, Toronto, ON M3N 1P9",3,2,788000,43.775124,-79.41383,0,0,0,1,0,1,0,0
"159 Dundas East St #2603, Toronto, ON M5B 0A9",1,1,649900,43.640644,-79.558815,0,0,0,1,0,0,0,1
"23 Sheppard Ave E UNIT 1410, Toronto, ON M2N 0C8",2,2,999000,43.780827,-79.1352,0,0,0,1,0,0,1,0
"121 McMahon Dr #902, Toronto, ON M2K 0C1",1,1,628000,43.65995,-79.38495,0,0,0,1,0,1,0,0
"251 Soudan Ave, Toronto, ON M4S 1W2",3,3,1785000,43.678413,-79.450935,0,0,0,1,0,0,1,0
"37 Olive Ave, Toronto, ON M6G 1T7",3,2,1589000,43.641903,-79.44008,0,0,0,1,0,0,1,0
"14 York St UNIT 6611, Toronto, ON M5J 0B1",1,1,674999,43.68695,-79.32819,0,0,0,1,0,0,1,0
"77 Shuter St #516, Toronto, ON M5B 0B8",1,2,720000,43.75248,-79.2509,0,0,0,1,0,0,1,0
"4 Elsinore Path UNIT 703, Toronto, ON M8V 4G7",2,1,599900,43.64768,-79.39692,0,0,0,1,0,1,0,0
"133 Wynford Dr #1401, Toronto, ON M3C 0J5",2,2,699000,43.726513,-79.25346,0,0,0,1,0,0,1,0
"88 Corporate Dr #705, Toronto, ON M1H 3G6",2,2,249900,43.703594,-79.52486,0,0,0,1,0,0,1,0
"21 Iceboat Ter #825, Toronto, ON M5V 4A9",1,1,639000,43.642082,-79.38281,0,0,0,1,0,1,0,0
"785 Browns Line #603, Toronto, ON M8W 3V8",2,1,399000,43.76464,-79.21004,0,0,0,1,0,0,1,0
"95 Lombard St #505, Toronto, ON M5C 2V3",1,2,700000,43.60032,-79.52637,0,0,0,1,0,0,1,0
"225 Village Green Sq #3008, Toronto, ON M1S 0N4",2,2,788900,43.736862,-79.476036,0,0,0,1,0,0,0,1
"20 Minowan Miikan Ln #1031, Toronto, ON M6J 0E5",2,2,799000,43.725964,-79.48916,0,0,0,1,0,0,1,0
"2 Ottawa St, Toronto, ON M4T 2B6",4,3,2495000,43.597107,-79.50105,0,0,0,1,0,0,1,0
"8 Eglinton Ave E #4906, Toronto, ON M4P 0C1",1,1,668000,43.6843,-79.28408,0,0,0,1,0,0,1,0
"2330 Bridletowne Cir #503, Toronto, ON M1W 3P6",3,3,949000,43.76034,-79.26538,0,0,0,1,0,0,1,0
"23 Valhalla Inn Rd #47, Toronto, ON M9B 0B3",3,3,898000,43.670715,-79.48868,0,0,0,1,0,0,1,0
"90 Stadium Rd #2103, Toronto, ON M5V 3W5",2,2,1475000,43.752544,-79.30932,0,0,0,1,0,0,1,0
"5 Marine Parade Dr #414, Toronto, ON M8V 4B4",2,2,999000,43.64684,-79.39027,0,0,0,1,0,1,0,0
"38 Samson Cres, Toronto, ON M1G 1N4",3,2,1079000,43.643097,-79.39164,0,0,0,1,0,1,0,0
"2221 Yonge St #4110, Toronto, ON M4S 0B8",1,2,689900,43.74104,-79.22192,0,0,0,1,0,0,1,0
"25 Viking Ln PENTHOUSE 54, Toronto, ON M9B 0A1",2,3,1379000,43.636944,-79.46893,0,0,0,1,0,1,0,0
"23 Lorraine Dr #RG17, Toronto, ON M2N 6Z6",2,2,849000,43.79118,-79.1386,0,0,0,1,0,0,1,0
"8 Eglinton Ave E #1505, Toronto, ON M4P 0C1",2,2,888000,43.763973,-79.21324,0,0,0,1,0,0,1,0
"111 Saint Clair Ave W UNIT 508, Toronto, ON M4V 1N5",1,2,850000,43.75516,-79.29537,0,0,0,1,0,0,1,0
"37 Sherbourne St #304, Toronto, ON M5A 2P6",2,1,330000,43.64159,-79.415764,0,0,0,1,0,1,0,0
"18 Sommerset Way #702, Toronto, ON M2N 6X5",2,2,935000,43.649178,-79.3771,0,0,0,1,0,1,0,0
"1030 King St W #441, Toronto, ON M6K 0B4",2,2,929000,43.77653,-79.412445,0,0,0,1,0,1,0,0
"7 Grenville St #1003, Toronto, ON M4Y 0E9",2,2,939900,43.754654,-79.51544,0,0,0,1,0,0,1,0
"10 Delisle Ave #1003, Toronto, ON M4V 3C6",2,2,1680000,43.66178,-79.38422,0,0,0,1,0,1,0,0
"36 Robinson St, Toronto, ON M6J 1L2",2,2,1573000,43.661762,-79.38363,0,0,0,1,0,1,0,0
"775 King St W #426, Toronto, ON M5V 2K3",1,1,779000,43.79661,-79.28926,0,0,0,1,0,0,1,0
"1007 The Queensway, Toronto, ON M8Z 6C7",1,1,809000,43.799667,-79.31624,0,0,0,1,0,1,0,0
"21 Haverson Blvd, Toronto, ON M6M 3J5",2,2,999000,43.68549,-79.46486,0,0,0,1,0,0,1,0
"8 York St #3112, Toronto, ON M5J 2Y2",2,2,1080000,43.727074,-79.52298,0,0,0,1,0,0,0,1
"1863 Queen St E PENTHOUSE 516, Toronto, ON M4L 3Y6",2,2,1099000,43.712788,-79.546394,0,0,0,1,0,0,1,0
"71 29th St, Toronto, ON M8W 3A7",4,4,2180000,43.70161,-79.446526,0,0,0,1,0,0,1,0
"525 Wilson Ave #212, Toronto, ON M3H 0A7",2,2,795000,43.70711,-79.272026,0,0,0,1,0,0,1,0
"50 Charles St E #1805, Toronto, ON M4Y 0C3",2,1,959000,43.805866,-79.26312,0,0,0,1,0,0,0,1
"8 McKee Ave #1008, Toronto, ON M2N 7E5",3,2,449900,43.64353,-79.535805,0,0,0,1,0,0,1,0
"6 Struthers St, Toronto, ON M8V 1Y1",2,2,1150000,43.74569,-79.25178,0,0,0,1,0,0,1,0
"94B Admiral Rd, Toronto, ON M5R 2L6",3,4,3999000,43.653854,-79.41238,0,0,0,1,0,0,0,1
"82 Ainsdale Rd, Toronto, ON M1R 3Z2",3,2,1050000,43.756294,-79.51994,0,0,0,1,0,0,1,0
"70 Dalmatian Cres, Toronto, ON M1C 4W7",4,6,1950000,43.667645,-79.3439,0,0,0,1,0,0,1,0
"224 King St W #4302, Toronto, ON M5H 0A6",2,3,4500000,43.76808,-79.22361,0,0,0,1,0,0,1,0
"75 Upper Canada Dr #4, Toronto, ON M2P 2A2",2,2,950000,43.82058,-79.26434,0,0,0,1,0,0,0,1
"4060 Lawrence Ave E #109, Toronto, ON M1E 4V4",4,2,479000,43.74892,-79.45821,0,0,0,1,0,0,1,0
"73 Heale Ave, Toronto, ON M1N 3X9",4,5,1199900,43.660137,-79.38587,0,0,0,1,0,1,0,0
"7 King St E #2206, Toronto, ON M5C 3C5",2,2,935000,43.79192,-79.34072,0,0,0,1,0,0,1,0
"17 Calvin Ave, Toronto, ON M2N 5E4",3,2,1988000,43.68922,-79.4767,0,0,0,1,0,0,1,0
"157 Hannaford St, Toronto, ON M4E 3G9",2,1,849000,43.66459,-79.326675,0,0,0,1,0,0,1,0
"1837 Eglinton Ave E #227, Toronto, ON M4A 2Y4",1,2,499900,43.768963,-79.240974,0,0,0,1,0,0,1,0
"234 Albion Rd #503, Toronto, ON M9W 6A5",3,2,449900,43.791332,-79.196335,0,0,0,1,0,0,1,0
"775 King St W #221, Toronto, ON M5V 2K3",2,1,475000,43.72842,-79.51234,0,0,0,1,0,0,1,0
"1730 Eglinton Ave E #7, Toronto, ON M4A 2X9",1,1,560000,43.667282,-79.56149,0,0,0,1,0,0,1,0
"272 Hillcrest Ave, Toronto, ON M2N 3P4",4,6,5286000,43.655254,-79.52845,0,0,0,1,0,0,1,0
"30 Roehampton Ave #709, Toronto, ON M4P 0B9",2,2,999000,43.76689,-79.330505,0,0,0,1,0,0,1,0
"25 Carlton St #911, Toronto, ON M5B 1L4",1,1,609900,43.727238,-79.24191,0,0,0,1,0,0,1,0
"16 Harbour St UNIT 5205, Toronto, ON M5J 2Z7",3,2,1890000,43.75384,-79.27828,0,0,0,1,0,0,1,0
"90 Donegall Dr, Toronto, ON M4G 3G8",3,2,1190000,43.68056,-79.33998,0,0,0,1,0,1,0,0
"25 Dervock Cres #6, Toronto, ON M2K 0G7",4,4,2200000,43.669098,-79.3339,0,0,0,1,0,0,1,0
"72 13th St, Toronto, ON M8V 3H6",3,2,1049000,43.7377,-79.28003,0,0,0,1,0,0,1,0
"54 Venetian Cres, Toronto, ON M3N 2L8",3,2,935000,43.689037,-79.32008,0,0,0,1,0,0,1,0
"272 Harvie Ave, Toronto, ON M6E 4K6",3,2,1199988,43.68,-79.49925,0,0,0,1,0,0,1,0
"98 Tower Dr, Toronto, ON M1R 3P2",3,2,828000,43.685017,-79.31152,0,0,0,1,0,0,1,0
"296 Poyntz Ave, Toronto, ON M2N 1J9",4,5,2199900,43.69255,-79.341385,0,0,0,1,0,0,1,0
"2778 Saint Clair Ave E, Toronto, ON M4B 1M9",2,2,799000,43.66903,-79.4646,0,0,0,1,0,0,1,0
"30 Meadowglen Pl #2606, Toronto, ON M1G 2V5",2,2,679900,43.786217,-79.36013,0,0,0,1,0,0,1,0
"3621 Lake Shore Blvd W #110, Toronto, ON M8W 4W1",1,1,229000,43.68896,-79.33322,0,0,0,1,0,0,1,0
"11 Charlotte St #1401, Toronto, ON M5V 0M6",1,1,330000,43.766895,-79.307144,0,0,0,1,0,0,1,0
"165 Cherokee Blvd #251, Toronto, ON M2J 4T7",5,2,649000,43.65952,-79.33849,0,0,0,1,0,0,1,0
"20 Bigham Cres, Toronto, ON M9C 5C6",3,2,1050000,43.68732,-79.464935,0,0,0,1,0,0,1,0
"1 Saint Thomas St #26A, Toronto, ON M5S 3M5",3,4,12998000,43.732132,-79.600426,0,0,0,1,0,0,1,0
"249 Highfield Rd, Toronto, ON M4L 2V4",3,2,1099000,43.70848,-79.39752,0,0,0,1,0,1,0,0
"79 Hanson St, Toronto, ON M4C 5P3",4,4,749000,43.760906,-79.409004,0,0,0,1,0,1,0,0
"6 Coppermill Dr, Toronto, ON M9W 3Z2",5,4,1089000,43.67119,-79.48852,0,0,0,1,0,0,1,0
"203 College St #1004, Toronto, ON M5T 0C8",3,2,1558888,43.730312,-79.250786,0,0,0,1,0,0,1,0
"30 Glen Stewart Cres, Toronto, ON M4E 1P5",3,2,1899000,43.661777,-79.33495,0,0,0,1,0,0,1,0
"298 Jarvis St #1007, Toronto, ON M5B 2M4",2,2,594900,43.716152,-79.54847,0,0,0,1,0,0,1,0
"14 B York St S #4611, Toronto, ON M5J 0B1",1,1,649900,43.792233,-79.36156,0,0,0,1,0,1,0,0
"16 McAdam Ave W #607, Toronto, ON M6A 0B9",1,1,639000,43.632755,-79.50495,0,0,0,1,0,0,1,0
"824 Gerrard St E, Toronto, ON M4M 1Y7",5,3,980000,43.746124,-79.23192,0,0,0,1,0,0,1,0
"128 Hazelton Ave #502, Toronto, ON M5R 2E5",3,4,6600000,43.70813,-79.44441,0,0,0,1,0,0,1,0
"226A Stibbard Ave, Toronto, ON M4P 2C3",4,5,5495000,43.762447,-79.24669,0,0,0,1,0,0,1,0
"87 Allenby Ave, Toronto, ON M9W 1S7",4,2,949888,43.793755,-79.20562,0,0,0,1,0,0,1,0
"100 Cassandra Blvd, Toronto, ON M3A 1S9",3,3,1595000,43.749397,-79.407166,0,0,0,1,0,1,0,0
"10 Rainsford Rd, Toronto, ON M4L 3N4",3,5,3250000,43.671852,-79.33419,0,0,0,1,0,0,1,0
"558 Arlington Ave, Toronto, ON M6C 3A5",3,2,1499999,43.59727,-79.51128,0,0,0,1,0,0,1,0
"41 Ambleside Ave, Toronto, ON M8Z 2H8",3,2,1549900,43.670834,-79.34072,0,0,0,1,0,0,1,0
"340 Dixon Rd #1209, Toronto, ON M9R 1T1",2,1,399800,43.706703,-79.274185,0,0,0,1,0,0,0,1
"20 Neilson Ave, Toronto, ON M1M 2S2",4,5,2950000,43.641136,-79.40074,0,0,0,1,0,1,0,0
"14 Morbank Dr, Toronto, ON M1V 2M2",4,4,1488000,43.76112,-79.20615,0,0,0,1,0,0,1,0
"230 Logan Ave, Toronto, ON M4M 2N3",3,3,1649000,43.791794,-79.300476,0,0,0,1,0,0,1,0
"2 Orley Ave, Toronto, ON M4C 2B9",3,5,1350000,43.794613,-79.287476,0,0,0,1,0,0,1,0
"45 Sunrise Ave #311, Toronto, ON M4A 2S3",3,2,699000,43.809177,-79.31293,0,0,0,1,0,0,1,0
"55 Grassington Cres, Toronto, ON M1G 1X4",3,2,988000,43.719097,-79.56454,0,0,0,1,0,0,1,0
"68 Harvie Ave, Toronto, ON M6E 4K3",3,2,899000,43.68929,-79.33712,0,0,0,1,0,0,1,0
"31 Maclennan Ave, Toronto, ON M4W 2Y5",4,4,4199000,43.645622,-79.39193,0,0,0,1,0,1,0,0
"300 Balliol St #508, Toronto, ON M4S 3G6",2,2,759000,43.757484,-79.28432,0,0,0,1,0,0,1,0
"5 Soudan Ave #2605, Toronto, ON M4S 0B1",1,1,699000,43.781303,-79.306755,0,0,0,1,0,0,1,0
"390 Cherry St #604, Toronto, ON M5A 0E2",1,1,650500,43.611427,-79.49034,0,0,0,1,0,0,1,0
"2 Thurrock Rd, Toronto, ON M3L 1P6",3,3,999999,43.76323,-79.26073,0,0,0,1,0,0,1,0
"29 Statesman Sq, Toronto, ON M1S 4H7",4,4,1450000,43.656322,-79.35446,0,0,0,1,0,0,0,1
"101 9th St, Toronto, ON M8V 3E5",3,2,1429000,43.672474,-79.32505,0,0,0,1,0,0,1,0
"1029 King St W #1016, Toronto, ON M6K 3M9",1,1,789000,43.68016,-79.55986,0,0,0,1,0,0,1,0
"10 Wellesley Pl #104, Toronto, ON M4Y 1B1",1,2,869000,43.658794,-79.416245,0,0,0,1,0,0,1,0
"1700 Avenue Rd #705, Toronto, ON M5M 3Y4",2,2,3110000,43.78818,-79.26114,0,0,0,1,0,0,1,0
"246 Edenbridge Dr, Toronto, ON M9A 3H3",4,5,3380000,43.67779,-79.28999,0,0,0,1,0,0,1,0
"1121 Steeles Ave W PENTHOUSE 107, Toronto, ON M2R 3W7",2,2,699000,43.658028,-79.41929,0,0,0,1,0,0,1,0
"27 Oakridge Dr, Toronto, ON M1M 2A5",4,2,999000,43.80022,-79.231445,0,0,0,1,0,0,1,0
"157 Princess Anne Cres, Toronto, ON M9A 2R7",3,3,1998000,43.678528,-79.30654,0,0,0,1,0,0,1,0
"100 Mornelle Ct #1091, Toronto, ON M1E 4X2",2,2,599000,43.609383,-79.495865,0,0,0,1,0,0,1,0
"34 Mozart Ave, Toronto, ON M1K 2V9",3,2,999000,43.640266,-79.39601,0,0,0,1,0,1,0,0
"12 Foxwarren Dr, Toronto, ON M2K 1L2",3,2,1799990,43.70545,-79.52685,0,0,0,1,0,0,1,0
"660 Sheppard Ave E #803B, Toronto, ON M2K 3E5",2,3,2295000,43.800514,-79.226036,0,0,0,1,0,0,1,0
"361 Front St W #2708, Toronto, ON M5V 3R5",2,2,899999,43.732437,-79.233696,0,0,0,1,0,0,1,0
"286 Hillmount Ave, Toronto, ON M6B 1Y4",5,3,999999,43.71137,-79.29362,0,0,0,1,0,0,1,0
"47 Norlong Blvd, Toronto, ON M4C 3W8",4,5,2399900,43.738888,-79.22145,0,0,0,1,0,0,1,0
"45 Southlawn Dr, Toronto, ON M1S 1H9",4,2,948800,43.66192,-79.435135,0,0,0,1,0,0,1,0
"90 Dunthorne Ct, Toronto, ON M1B 2S9",3,2,859000,43.718952,-79.58962,0,0,0,1,0,0,1,0
"359 Harvie Ave, Toronto, ON M6E 4L6",1,2,949000,43.707603,-79.37483,0,0,0,1,0,0,1,0
"844 Danforth Rd, Toronto, ON M1K 1H5",3,3,899000,43.74297,-79.23355,0,0,0,1,0,0,1,0
"32 Wiley Ave, Toronto, ON M4J 3W4",3,3,1349000,43.6702,-79.42747,0,0,0,1,0,0,1,0
"62 Hadrian Dr, Toronto, ON M9W 1V4",3,2,999900,43.731415,-79.32857,0,0,0,1,0,1,0,0
"3 Marine Parade Dr UNIT 508, Toronto, ON M8V 3Z5",2,2,523500,43.805504,-79.18544,0,0,0,1,0,0,0,1
"118 Hamilton St, Toronto, ON M4M 2C8",4,3,1209000,43.723248,-79.59154,0,0,0,1,0,0,1,0
"60 Shuter St #2110, Toronto, ON M5B 1B1",1,1,649000,43.689976,-79.35482,0,0,0,1,0,0,1,0
"177 Hastings Ave, Toronto, ON M4L 2L5",3,3,1199000,43.66846,-79.33108,0,0,0,1,0,0,1,0
"30 Endean Ave, Toronto, ON M4M 1W6",5,3,999000,43.728443,-79.462074,0,0,0,1,0,0,1,0
"29 Rosebank Dr #1809, Toronto, ON M1B 5Y7",3,3,695000,43.683147,-79.45284,0,0,0,1,0,0,1,0
"5 Old Sheppard Ave #204, Toronto, ON M2J 4K3",2,2,749999,43.665386,-79.38802,0,0,0,1,0,1,0,0
"22 Leader Ln UNIT 316, Toronto, ON M5E 0B2",1,1,529000,43.66159,-79.35221,0,0,0,1,0,0,1,0
"16 Nightingale Pl, Toronto, ON M1G 2E8",5,4,899000,43.678417,-79.34995,0,0,0,1,0,0,1,0
"24 Kenway Rd, Toronto, ON M8Z 4W8",2,2,1549000,43.671,-79.3289,0,0,0,1,0,0,1,0
"72 Prosperity Ptwy, Toronto, ON M1B 4G7",3,4,799900,43.663204,-79.33498,0,0,0,1,0,0,1,0
"149 Lytton Blvd, Toronto, ON M4R 1L6",4,5,7395000,43.676327,-79.44347,0,0,0,1,0,0,1,0
"118 Yorkville Ave #604, Toronto, ON M5R 1H5",3,3,9990000,43.66617,-79.475464,0,0,0,1,0,0,1,0
"90 Stadium Rd UNIT 1907, Toronto, ON M5V 3W5",2,2,574900,43.662136,-79.58729,0,0,0,1,0,0,1,0
"5765 Yonge St #503, Toronto, ON M2M 4H9",2,2,768000,43.64009,-79.3786,0,0,0,1,0,1,0,0
"10 Brin Dr #TOWNHOUSE, Toronto, ON M8X 1Y6",3,2,799900,43.63151,-79.49114,0,0,0,1,0,0,1,0
"6 Sonic Way #808, Toronto, ON M3C 0P1",2,2,669900,43.654354,-79.4632,0,0,0,1,0,1,0,0
"84 Wineva Ave, Toronto, ON M4E 2T2",4,4,2299888,43.676414,-79.32801,0,0,0,1,0,0,1,0
"8 Eaglewing Ct, Toronto, ON M1E 4M1",4,3,1738000,43.609535,-79.49915,0,0,0,1,0,0,1,0
"15 Grenville St #4810, Toronto, ON M4Y 0B9",1,1,928000,43.667282,-79.50319,0,0,0,1,0,0,1,0
"29 Nelson St, Toronto, ON M1J 3K8",3,4,999999,43.73122,-79.46729,0,0,0,1,0,0,1,0
"141 Kingsmount Park Rd, Toronto, ON M4L 3L6",3,2,1379000,43.664078,-79.44267,0,0,0,1,0,0,0,1
"249 Bicknell Ave, Toronto, ON M6M 4H2",2,2,998000,43.706276,-79.231865,0,0,0,1,0,0,1,0
"50 Grandravine Dr #2, Toronto, ON M3J 1B1",3,3,529900,43.644257,-79.40589,0,0,0,1,0,0,0,1
"4673 Jane St #713, Toronto, ON M3N 2L1",2,1,298000,43.684193,-79.56104,0,0,0,1,0,0,1,0
"503 Beecroft Rd #306, Toronto, ON M2N 0A2",3,1,339900,43.76874,-79.21992,0,0,0,1,0,0,1,0
"1 Hickory Tree Rd #303, Toronto, ON M9N 3W4",2,2,625000,43.685246,-79.31057,0,0,0,1,0,0,1,0
"29 Berkindale Dr, Toronto, ON M2L 1Z7",4,5,4995000,43.691128,-79.26728,0,0,0,1,0,0,1,0
"5 Old Sheppard Ave UNIT 1205, Toronto, ON M2J 4K3",3,2,600000,43.638416,-79.46905,0,0,0,1,0,0,1,0
"82 Bellhaven Rd, Toronto, ON M4L 3J8",4,2,1498000,43.72322,-79.37969,0,0,0,1,0,0,0,1
"778 Sheppard Ave W #501, Toronto, ON M3H 6B7",2,2,499000,43.68797,-79.30724,0,0,0,1,0,0,1,0
"110 Marine Parade Dr #211, Toronto, ON M8V 0B6",1,1,625000,43.765907,-79.25159,0,0,0,1,0,0,1,0
"3231 Eglinton Ave E #808B, Toronto, ON M1J 3N5",2,2,499000,43.642803,-79.53989,0,0,0,1,0,0,1,0
"26 Bellehaven Cres, Toronto, ON M1M 1H4",4,4,2999999,43.75698,-79.32218,0,0,0,1,0,0,1,0
"23 Kempsell Cres, Toronto, ON M2J 2Z6",3,2,1480000,43.70021,-79.44828,0,0,0,1,0,0,0,1
"566 Gladstone Ave, Toronto, ON M6H 3J2",3,3,1189000,43.751984,-79.187195,0,0,0,1,0,0,1,0
"57 Saint Joseph St #419, Toronto, ON M5S 0C5",2,2,1200000,43.682426,-79.32169,0,0,0,1,0,0,1,0
"58 Morningside Ave, Toronto, ON M1E 3C2",3,2,1400000,43.685276,-79.33738,0,0,0,1,0,0,1,0
"216 Woodville Ave, Toronto, ON M4J 2R7",4,4,1950000,43.66923,-79.33309,0,0,0,1,0,0,1,0
"98 Saint Hubert Ave, Toronto, ON M4J 3Z5",2,1,999000,43.673412,-79.43883,0,0,0,1,0,0,0,1
"1 Tanvalley Ct, Toronto, ON M3B 1C5",4,6,6200000,43.692135,-79.30904,0,0,0,1,0,0,1,0
"1201 Dovercourt Rd, Toronto, ON M6H 2Y1",4,4,1849000,43.831795,-79.23752,0,0,0,1,0,0,1,0
"902 Woodbine Ave, Toronto, ON M4C 4B5",3,3,1288888,43.679546,-79.31227,0,0,0,1,0,0,1,0
"163 Chipwood Cres, Toronto, ON M2J 3X6",4,4,998000,43.764717,-79.26342,0,0,0,1,0,0,1,0
"56 Cedarvale Ave, Toronto, ON M4C 4J4",3,4,1299000,43.66229,-79.44952,0,0,0,1,0,0,1,0
"65 Harbour Sq #1303, Toronto, ON M5J 2L4",1,1,1250000,43.590614,-79.52658,0,0,0,1,0,0,1,0
"176 Clifton Ave, Toronto, ON M3H 4L7",4,6,999000,43.65821,-79.343445,0,0,0,1,0,0,1,0
"368A Dundas St E, Toronto, ON M5A 2A3",2,2,799900,43.67495,-79.32257,0,0,0,1,0,0,1,0
"14 Ptarmigan Cres, Toronto, ON M3A 1W3",3,2,1299900,43.777237,-79.14512,0,0,0,1,0,0,1,0
"201 Banbury Rd, Toronto, ON M3B 3C6",4,4,2898000,43.68684,-79.28132,0,0,0,1,0,0,1,0
"39 Major St, Toronto, ON M5S 2K9",3,4,2099900,43.75569,-79.1814,0,0,0,1,0,0,1,0
"50 George Butchart Dr #911, Toronto, ON M3K 1Y2",1,1,659000,43.599163,-79.50693,0,0,0,1,0,0,1,0
"2221 Yonge St #4907, Toronto, ON M4S 0B8",1,1,609900,43.801697,-79.178986,0,0,0,1,0,0,1,0
"410 Queens Quay W #513, Toronto, ON M5V 3T1",1,1,499900,43.669746,-79.41275,0,0,0,1,0,0,1,0
"106 Dovercourt Rd #420, Toronto, ON M6J 0G4",1,1,749000,43.64556,-79.40642,0,0,0,1,0,0,1,0
"929 Bathurst St, Toronto, ON M5R 3G4",4,3,1439000,43.65323,-79.4032,0,0,0,1,0,0,1,0
"580 Lansdowne Ave, Toronto, ON M6H 3Y6",3,2,849999,43.67334,-79.41137,0,0,0,1,0,0,1,0
"407 Brunswick Ave, Toronto, ON M5R 2Z2",4,6,4198000,43.681442,-79.43616,0,0,0,1,0,0,1,0
"830 Lawrence Ave W #1103, Toronto, ON M6A 0B6",1,1,569900,43.782433,-79.34466,0,0,0,1,0,0,1,0
"21 Eastwood Ave, Toronto, ON M1N 3G9",3,3,1299000,43.81006,-79.30955,0,0,0,1,0,0,1,0
"386 Renforth Dr, Toronto, ON M9C 2M2",4,3,997000,43.678085,-79.31423,0,0,0,1,0,0,1,0
"135 Morse St, Toronto, ON M4M 2P9",3,2,1149000,43.68433,-79.33045,0,0,0,1,0,0,1,0
"113 Natal Ave, Toronto, ON M1N 3V8",3,3,1199000,43.649555,-79.40867,0,0,0,1,0,0,1,0
"812 Burnhamthorpe Rd #1909, Toronto, ON M9C 4W1",3,2,874700,43.6848,-79.54939,0,0,0,1,0,0,1,0
"91 Brooke Ave, Toronto, ON M5M 2K2",4,6,5989000,43.674126,-79.30076,0,0,0,1,0,0,1,0
"55 Glenellen Dr E, Toronto, ON M8Y 2G7",3,2,2200000,43.70168,-79.28874,0,0,0,1,0,0,1,0
"59 Linnsmore Cres, Toronto, ON M4J 4J9",3,2,1499000,43.663387,-79.49205,0,0,0,1,0,0,1,0
"4673 Jane St #810, Toronto, ON M3N 2L1",1,1,225000,43.69444,-79.43461,0,0,0,1,0,0,1,0
"24 Coe Hill Dr, Toronto, ON M6S 3C8",3,2,1299000,43.687054,-79.33312,0,0,0,1,0,0,1,0
"77 Don Valley Dr, Toronto, ON M4K 2J3",4,4,2395000,43.783485,-79.44865,0,0,0,1,0,0,1,0
"80 John St #2201, Toronto, ON M5V 3X4",2,2,899999,43.625854,-79.47811,0,0,0,1,0,0,0,1
"575 Avenue Rd #904, Toronto, ON M4V 2K2",1,1,439900,43.642174,-79.52629,0,0,0,1,0,0,1,0
