no,Address,zipcode,city,latitude,longitude,price,bathrooms,bedrooms,homeType
185,88 Scott St #2908,M5E0A9,Toronto,,,698000,1,1,CONDO
186,20 Minowan Miikan Ln #1702,M6J0E5,Toronto,43.64363,-79.42813,699000,2,2,CONDO
187,25 Maitland St #1501,M4Y2W1,Toronto,43.66379,-79.38326,699000,1,2,CONDO
188,88 Grangeway Ave #2007,M1H0A2,Toronto,43.77475,-79.252,699000,2,2,CONDO
189,225 Village Green Sq #507,M1S0N4,Toronto,43.779842,-79.28196,699000,2,2,CONDO
190,133 Wynford Dr #1401,M3C0J5,Toronto,43.72679,-79.328125,699000,2,2,CONDO
191,3121 Sheppard Ave E #1905,M1T0B6,Toronto,,,699000,2,3,CONDO
192,5 Soudan Ave #2605,M4S0B1,Toronto,43.7423,-79.39735,699000,1,1,CONDO
193,856 Danforth Rd,M1K1H5,Toronto,43.72722,-79.2538,699000,2,3,SINGLE_FAMILY
194,115 Omni Dr UNIT 2807,M1P5B4,Toronto,43.771736,-79.26138,699000,2,2,CONDO
195,217 Saint George St TOWNHOUSE 11,M5R3S7,Toronto,43.67218,-79.4125,699000,1,2,TOWNHOUSE
196,509 Beecroft Rd #1216,M2N0A3,Toronto,43.77866,-79.417946,699000,1,1,CONDO
197,3840 Bathurst St #702,M3H6C6,Toronto,43.74112,-79.4358,699000,2,2,CONDO
198,1121 Steeles Ave W PENTHOUSE 107,M2R3W7,Toronto,43.79176,-79.44959,699000,2,2,CONDO
199,29 Rosebank Dr S #802,M1B5Y7,Toronto,43.791588,-79.235374,699000,3,4,TOWNHOUSE
200,95 Palmdale Dr,M1T1P2,Toronto,43.77591,-79.3815,699000,3,4,TOWNHOUSE
201,45 Sunrise Ave #311,M4A2S3,Toronto,,,699000,2,3,CONDO
202,2301 Danforth Ave #306,M4C0A7,Toronto,43.68671,-79.37625,699000,2,2,CONDO
203,255 Village Green Sq #902,M1S0L7,Toronto,43.779655,-79.28293,699000,2,2,CONDO
204,770 Bay St UNIT 1402,M5G0A6,Toronto,43.66137,-79.38587,699000,2,2,CONDO
205,306 Donlands Ave,M4J3R6,Toronto,43.691498,-79.34212,699900,1,2,SINGLE_FAMILY
206,8 Lee Centre Dr #910,M1H3H8,Toronto,43.78823,-79.24764,699900,2,3,CONDO
207,5 Michael Power Pl #1406,M9A0A3,Toronto,43.6444,-79.52869,699900,1,1,CONDO
208,7 Sykes Ave,M9N1C8,Toronto,,,699900,2,3,SINGLE_FAMILY
209,20 Livonia Pl #7,M1E4W6,Toronto,43.78593,-79.2565,699999,3,3,TOWNHOUSE
210,192 Nairn Ave,M6E4H3,Toronto,43.682133,-79.45115,700000,2,2,SINGLE_FAMILY
211,95 Lombard St #505,M5C2V3,Toronto,43.65235,-79.37334,700000,2,1,CONDO
212,20 Thomas Riley Rd #1104,M9B0C3,Toronto,43.63423,-79.5493,719900,2,2,CONDO
213,77 Shuter St #516,M5B0B8,Toronto,,,720000,2,1,CONDO
214,30 Sunrise Ave #411,M4A2R3,Toronto,43.71985,-79.32765,729000,2,4,CONDO
215,51 E Liberty St #1907,M6K,Toronto,43.638138,-79.42845,729000,1,1,CONDO
216,36 Charlotte St PENTHOUSE 1301,M5V3P7,Toronto,43.64664,-79.394264,729000,1,1,CONDO
217,1720 Eglinton Ave E #620,M4A2X8,Toronto,43.72638,-79.31152,729000,3,2,CONDO
218,625 The West Mall PENTHOUSE 5,M9C4W9,Toronto,,,729999,2,3,CONDO
219,1 Michael Power Pl #404,M9A0A1,Toronto,,,735000,2,2,CONDO
220,36 Lisgar St #2016E,M6J0C7,Toronto,43.64174,-79.42332,738000,2,2,CONDO
221,2285 Lake Shore Blvd W #904,M8V3X9,Toronto,43.618717,-79.48554,739000,1,1,CONDO
222,11 Charlotte St #2801,M5V0M6,Toronto,43.64635,-79.39363,745000,1,1,CONDO
223,21 Syracuse Cres,M1E2G7,Toronto,43.75818,-79.18413,749000,2,4,SINGLE_FAMILY
224,40 Mendelssohn St #4,M1L0G8,Toronto,43.715557,-79.28169,749000,2,2,TOWNHOUSE
225,106 Dovercourt Rd #420,M6J0G4,Toronto,43.64316,-79.422485,749000,1,1,CONDO
226,73 Howell Sq,M1B1C3,Toronto,43.79858,-79.221436,749000,4,5,SINGLE_FAMILY
227,300 Mill Rd #A31,M9C4W7,Toronto,43.63892,-79.583984,749000,2,2,CONDO
228,79 Hanson St,M4C5P3,Toronto,43.67984,-79.32119,749000,4,4,SINGLE_FAMILY
229,19 Woodgarden Cres,M1E3K3,Toronto,43.76796,-79.16864,749900,3,2,SINGLE_FAMILY
230,350 Mill Rd #UPH4,M9C5R7,Toronto,,,749900,2,2,CONDO
231,245 Dalesford Rd #316,M8Y4H7,Toronto,43.6267,-79.49616,749988,2,2,CONDO
232,501 Adelaide St W #505,M5V0R3,Toronto,43.64545,-79.4141,749990,1,1,CONDO
233,30 Shore Breeze Dr #3116,M8V0J1,Toronto,,,749991,1,1,CONDO
234,1 Michael Power Pl #911,M9A0A1,Toronto,,,749999,2,2,CONDO
235,5 Old Sheppard Ave #204,M2J4K3,Toronto,,,749999,2,2,CONDO
236,45 McDonald Ave,M1L3Y7,Toronto,43.69788,-79.27615,750000,2,1,SINGLE_FAMILY
237,50 Sunny Glenway #110,M3C2Z2,Toronto,,,750000,2,4,TOWNHOUSE
238,6 Minto St,M4L1B6,Toronto,,,750000,2,3,SINGLE_FAMILY
239,955 Bay St #322,M5S0C6,Toronto,43.66483,-79.38696,758800,1,1,CONDO
240,300 Balliol St #508,M4S3G6,Toronto,43.699455,-79.3879,759000,2,2,CONDO
241,385 Osler St #208,M6N0B2,Toronto,,,759000,2,2,CONDO
242,30 Meadowglen Pl #609,M1G0A6,Toronto,43.77459,-79.2349,759900,2,2,CONDO
243,89 Dunfield Ave #3406,M4S0A4,Toronto,43.76955,-79.3952,764900,1,1,CONDO
244,5765 Yonge St #503,M2M4H9,Toronto,,,768000,2,2,CONDO
245,441 Jane St #109,M6S3Z9,Toronto,43.65986,-79.4884,769000,2,2,TOWNHOUSE
246,159 Dundas St E #609,M5B0A9,Toronto,43.65683,-79.3759,769900,2,2,CONDO
247,775 King St W #426,M5V2K3,Toronto,43.64313,-79.4624,779000,1,1,CONDO
248,11 Bogert Ave PENTHOUSE 3301,M2N0H4,Toronto,43.7633,-79.41165,785000,2,1,CONDO
249,85 Wood St #2108,M4Y0E8,Toronto,,,785000,1,1,CONDO
250,2059 Weston Rd #44,M9N1X7,Toronto,43.72477,-79.52264,785000,3,3,TOWNHOUSE
