,Full_Address,Bedrooms,Bathrooms,Price,City,Home_Type,Latitude,Longitude
229,"66 Portland St #607, Toronto, ON M5V 2M6",1,1,619900,Toronto,CONDO,43.67654,-79.40561
230,"1 Neighbourhood Ln #513, Toronto, ON M8Y 0C2",1,1,559000,Toronto,CONDO,43.621227,-79.48332
231,"306 Donlands Ave, Toronto, ON M4J 3R6",2,1,699900,Toronto,TOWNHOUSE,43.74248,-79.19796
232,"94 Helena Ave, Toronto, ON M6G 2H2",4,5,3685000,Toronto,TOWNHOUSE,43.72071,-79.48532
233,"123 Euclid Ave, Toronto, ON M6J 2J8",4,3,1499000,Toronto,CONDO,43.707085,-79.39774
234,"11 Checkers Ct, Toronto, ON M3N 1P9",3,2,788000,Toronto,CONDO,43.775124,-79.41383
235,"159 Dundas East St #2603, Toronto, ON M5B 0A9",1,1,649900,Toronto,TOWNHOUSE,43.640644,-79.558815
236,"23 Sheppard Ave E UNIT 1410, Toronto, ON M2N 0C8",2,2,999000,Toronto,SINGLE_FAMILY,43.780827,-79.1352
237,"121 McMahon Dr #902, Toronto, ON M2K 0C1",1,1,628000,Toronto,CONDO,43.65995,-79.38495
238,"251 Soudan Ave, Toronto, ON M4S 1W2",3,3,1785000,Toronto,SINGLE_FAMILY,43.678413,-79.450935
239,"37 Olive Ave, Toronto, ON M6G 1T7",3,2,1589000,Toronto,SINGLE_FAMILY,43.641903,-79.44008
240,"14 York St UNIT 6611, Toronto, ON M5J 0B1",1,1,674999,Toronto,SINGLE_FAMILY,43.68695,-79.32819
241,"77 Shuter St #516, Toronto, ON M5B 0B8",1,2,720000,Toronto,SINGLE_FAMILY,43.75248,-79.2509
242,"4 Elsinore Path UNIT 703, Toronto, ON M8V 4G7",2,1,599900,Toronto,CONDO,43.64768,-79.39692
243,"133 Wynford Dr #1401, Toronto, ON M3C 0J5",2,2,699000,Toronto,SINGLE_FAMILY,43.726513,-79.25346
244,"88 Corporate Dr #705, Toronto, ON M1H 3G6",2,2,249900,Toronto,SINGLE_FAMILY,43.703594,-79.52486
245,"21 Iceboat Ter #825, Toronto, ON M5V 4A9",1,1,639000,Toronto,CONDO,43.642082,-79.38281
246,"785 Browns Line #603, Toronto, ON M8W 3V8",2,1,399000,Toronto,SINGLE_FAMILY,43.76464,-79.21004
247,"95 Lombard St #505, Toronto, ON M5C 2V3",1,2,700000,Toronto,SINGLE_FAMILY,43.60032,-79.52637
248,"225 Village Green Sq #3008, Toronto, ON M1S 0N4",2,2,788900,Toronto,TOWNHOUSE,43.736862,-79.476036
249,"20 Minowan Miikan Ln #1031, Toronto, ON M6J 0E5",2,2,799000,Toronto,SINGLE_FAMILY,43.725964,-79.48916
250,"2 Ottawa St, Toronto, ON M4T 2B6",4,3,2495000,Toronto,SINGLE_FAMILY,43.597107,-79.50105
251,"8 Eglinton Ave E #4906, Toronto, ON M4P 0C1",1,1,668000,Toronto,SINGLE_FAMILY,43.6843,-79.28408
252,"2330 Bridletowne Cir #503, Toronto, ON M1W 3P6",3,3,949000,Toronto,SINGLE_FAMILY,43.76034,-79.26538
253,"23 Valhalla Inn Rd #47, Toronto, ON M9B 0B3",3,3,898000,Toronto,SINGLE_FAMILY,43.670715,-79.48868
254,"90 Stadium Rd #2103, Toronto, ON M5V 3W5",2,2,1475000,Toronto,SINGLE_FAMILY,43.752544,-79.30932
255,"5 Marine Parade Dr #414, Toronto, ON M8V 4B4",2,2,999000,Toronto,CONDO,43.64684,-79.39027
256,"38 Samson Cres, Toronto, ON M1G 1N4",3,2,1079000,Toronto,CONDO,43.643097,-79.39164
257,"2221 Yonge St #4110, Toronto, ON M4S 0B8",1,2,689900,Toronto,SINGLE_FAMILY,43.74104,-79.22192
258,"25 Viking Ln PENTHOUSE 54, Toronto, ON M9B 0A1",2,3,1379000,Toronto,CONDO,43.636944,-79.46893
259,"23 Lorraine Dr #RG17, Toronto, ON M2N 6Z6",2,2,849000,Toronto,SINGLE_FAMILY,43.79118,-79.1386
260,"8 Eglinton Ave E #1505, Toronto, ON M4P 0C1",2,2,888000,Toronto,SINGLE_FAMILY,43.763973,-79.21324
261,"111 Saint Clair Ave W UNIT 508, Toronto, ON M4V 1N5",1,2,850000,Toronto,SINGLE_FAMILY,43.75516,-79.29537
262,"37 Sherbourne St #304, Toronto, ON M5A 2P6",2,1,330000,Toronto,CONDO,43.64159,-79.415764
263,"18 Sommerset Way #702, Toronto, ON M2N 6X5",2,2,935000,Toronto,CONDO,43.649178,-79.3771
264,"1030 King St W #441, Toronto, ON M6K 0B4",2,2,929000,Toronto,CONDO,43.77653,-79.412445
265,"7 Grenville St #1003, Toronto, ON M4Y 0E9",2,2,939900,Toronto,SINGLE_FAMILY,43.754654,-79.51544
266,"10 Delisle Ave #1003, Toronto, ON M4V 3C6",2,2,1680000,Toronto,CONDO,43.66178,-79.38422
267,"36 Robinson St, Toronto, ON M6J 1L2",2,2,1573000,Toronto,CONDO,43.661762,-79.38363
268,"775 King St W #426, Toronto, ON M5V 2K3",1,1,779000,Toronto,SINGLE_FAMILY,43.79661,-79.28926
269,"1007 The Queensway, Toronto, ON M8Z 6C7",1,1,809000,Toronto,CONDO,43.799667,-79.31624
270,"21 Haverson Blvd, Toronto, ON M6M 3J5",2,2,999000,Toronto,SINGLE_FAMILY,43.68549,-79.46486
271,"8 York St #3112, Toronto, ON M5J 2Y2",2,2,1080000,Toronto,TOWNHOUSE,43.727074,-79.52298
272,"1863 Queen St E PENTHOUSE 516, Toronto, ON M4L 3Y6",2,2,1099000,Toronto,SINGLE_FAMILY,43.712788,-79.546394
273,"71 29th St, Toronto, ON M8W 3A7",4,4,2180000,Toronto,SINGLE_FAMILY,43.70161,-79.446526
274,"525 Wilson Ave #212, Toronto, ON M3H 0A7",2,2,795000,Toronto,SINGLE_FAMILY,43.70711,-79.272026
275,"50 Charles St E #1805, Toronto, ON M4Y 0C3",2,1,959000,Toronto,TOWNHOUSE,43.805866,-79.26312
276,"8 McKee Ave #1008, Toronto, ON M2N 7E5",3,2,449900,Toronto,SINGLE_FAMILY,43.64353,-79.535805
277,"6 Struthers St, Toronto, ON M8V 1Y1",2,2,1150000,Toronto,SINGLE_FAMILY,43.74569,-79.25178
278,"94B Admiral Rd, Toronto, ON M5R 2L6",3,4,3999000,Toronto,TOWNHOUSE,43.653854,-79.41238
279,"82 Ainsdale Rd, Toronto, ON M1R 3Z2",3,2,1050000,Toronto,SINGLE_FAMILY,43.756294,-79.51994
280,"70 Dalmatian Cres, Toronto, ON M1C 4W7",4,6,1950000,Toronto,SINGLE_FAMILY,43.667645,-79.3439
281,"224 King St W #4302, Toronto, ON M5H 0A6",2,3,4500000,Toronto,SINGLE_FAMILY,43.76808,-79.22361
282,"75 Upper Canada Dr #4, Toronto, ON M2P 2A2",2,2,950000,Toronto,TOWNHOUSE,43.82058,-79.26434
283,"4060 Lawrence Ave E #109, Toronto, ON M1E 4V4",4,2,479000,Toronto,SINGLE_FAMILY,43.74892,-79.45821
284,"73 Heale Ave, Toronto, ON M1N 3X9",4,5,1199900,Toronto,CONDO,43.660137,-79.38587
285,"7 King St E #2206, Toronto, ON M5C 3C5",2,2,935000,Toronto,SINGLE_FAMILY,43.79192,-79.34072
286,"17 Calvin Ave, Toronto, ON M2N 5E4",3,2,1988000,Toronto,SINGLE_FAMILY,43.68922,-79.4767
287,"157 Hannaford St, Toronto, ON M4E 3G9",2,1,849000,Toronto,SINGLE_FAMILY,43.66459,-79.326675
288,"1837 Eglinton Ave E #227, Toronto, ON M4A 2Y4",1,2,499900,Toronto,SINGLE_FAMILY,43.768963,-79.240974
289,"234 Albion Rd #503, Toronto, ON M9W 6A5",3,2,449900,Toronto,SINGLE_FAMILY,43.791332,-79.196335
290,"775 King St W #221, Toronto, ON M5V 2K3",2,1,475000,Toronto,SINGLE_FAMILY,43.72842,-79.51234
291,"1730 Eglinton Ave E #7, Toronto, ON M4A 2X9",1,1,560000,Toronto,SINGLE_FAMILY,43.667282,-79.56149
292,"272 Hillcrest Ave, Toronto, ON M2N 3P4",4,6,5286000,Toronto,SINGLE_FAMILY,43.655254,-79.52845
293,"30 Roehampton Ave #709, Toronto, ON M4P 0B9",2,2,999000,Toronto,SINGLE_FAMILY,43.76689,-79.330505
294,"25 Carlton St #911, Toronto, ON M5B 1L4",1,1,609900,Toronto,SINGLE_FAMILY,43.727238,-79.24191
295,"16 Harbour St UNIT 5205, Toronto, ON M5J 2Z7",3,2,1890000,Toronto,SINGLE_FAMILY,43.75384,-79.27828
296,"90 Donegall Dr, Toronto, ON M4G 3G8",3,2,1190000,Toronto,CONDO,43.68056,-79.33998
297,"25 Dervock Cres #6, Toronto, ON M2K 0G7",4,4,2200000,Toronto,SINGLE_FAMILY,43.669098,-79.3339
298,"72 13th St, Toronto, ON M8V 3H6",3,2,1049000,Toronto,SINGLE_FAMILY,43.7377,-79.28003
299,"54 Venetian Cres, Toronto, ON M3N 2L8",3,2,935000,Toronto,SINGLE_FAMILY,43.689037,-79.32008
300,"272 Harvie Ave, Toronto, ON M6E 4K6",3,2,1199988,Toronto,SINGLE_FAMILY,43.68,-79.49925
301,"98 Tower Dr, Toronto, ON M1R 3P2",3,2,828000,Toronto,SINGLE_FAMILY,43.685017,-79.31152
302,"296 Poyntz Ave, Toronto, ON M2N 1J9",4,5,2199900,Toronto,SINGLE_FAMILY,43.69255,-79.341385
303,"2778 Saint Clair Ave E, Toronto, ON M4B 1M9",2,2,799000,Toronto,SINGLE_FAMILY,43.66903,-79.4646
304,"30 Meadowglen Pl #2606, Toronto, ON M1G 2V5",2,2,679900,Toronto,SINGLE_FAMILY,43.786217,-79.36013
305,"3621 Lake Shore Blvd W #110, Toronto, ON M8W 4W1",1,1,229000,Toronto,SINGLE_FAMILY,43.68896,-79.33322
306,"11 Charlotte St #1401, Toronto, ON M5V 0M6",1,1,330000,Toronto,SINGLE_FAMILY,43.766895,-79.307144
307,"165 Cherokee Blvd #251, Toronto, ON M2J 4T7",5,2,649000,Toronto,SINGLE_FAMILY,43.65952,-79.33849
308,"20 Bigham Cres, Toronto, ON M9C 5C6",3,2,1050000,Toronto,SINGLE_FAMILY,43.68732,-79.464935
309,"1 Saint Thomas St #26A, Toronto, ON M5S 3M5",3,4,12998000,Toronto,SINGLE_FAMILY,43.732132,-79.600426
310,"249 Highfield Rd, Toronto, ON M4L 2V4",3,2,1099000,Toronto,CONDO,43.70848,-79.39752
311,"79 Hanson St, Toronto, ON M4C 5P3",4,4,749000,Toronto,CONDO,43.760906,-79.409004
312,"6 Coppermill Dr, Toronto, ON M9W 3Z2",5,4,1089000,Toronto,SINGLE_FAMILY,43.67119,-79.48852
313,"203 College St #1004, Toronto, ON M5T 0C8",3,2,1558888,Toronto,SINGLE_FAMILY,43.730312,-79.250786
314,"30 Glen Stewart Cres, Toronto, ON M4E 1P5",3,2,1899000,Toronto,SINGLE_FAMILY,43.661777,-79.33495
315,"298 Jarvis St #1007, Toronto, ON M5B 2M4",2,2,594900,Toronto,SINGLE_FAMILY,43.716152,-79.54847
316,"14 B York St S #4611, Toronto, ON M5J 0B1",1,1,649900,Toronto,CONDO,43.792233,-79.36156
317,"16 McAdam Ave W #607, Toronto, ON M6A 0B9",1,1,639000,Toronto,SINGLE_FAMILY,43.632755,-79.50495
318,"824 Gerrard St E, Toronto, ON M4M 1Y7",5,3,980000,Toronto,SINGLE_FAMILY,43.746124,-79.23192
319,"128 Hazelton Ave #502, Toronto, ON M5R 2E5",3,4,6600000,Toronto,SINGLE_FAMILY,43.70813,-79.44441
320,"226A Stibbard Ave, Toronto, ON M4P 2C3",4,5,5495000,Toronto,SINGLE_FAMILY,43.762447,-79.24669
321,"87 Allenby Ave, Toronto, ON M9W 1S7",4,2,949888,Toronto,SINGLE_FAMILY,43.793755,-79.20562
322,"100 Cassandra Blvd, Toronto, ON M3A 1S9",3,3,1595000,Toronto,CONDO,43.749397,-79.407166
323,"10 Rainsford Rd, Toronto, ON M4L 3N4",3,5,3250000,Toronto,SINGLE_FAMILY,43.671852,-79.33419
324,"558 Arlington Ave, Toronto, ON M6C 3A5",3,2,1499999,Toronto,SINGLE_FAMILY,43.59727,-79.51128
325,"41 Ambleside Ave, Toronto, ON M8Z 2H8",3,2,1549900,Toronto,SINGLE_FAMILY,43.670834,-79.34072
326,"340 Dixon Rd #1209, Toronto, ON M9R 1T1",2,1,399800,Toronto,TOWNHOUSE,43.706703,-79.274185
327,"20 Neilson Ave, Toronto, ON M1M 2S2",4,5,2950000,Toronto,CONDO,43.641136,-79.40074
328,"14 Morbank Dr, Toronto, ON M1V 2M2",4,4,1488000,Toronto,SINGLE_FAMILY,43.76112,-79.20615
329,"230 Logan Ave, Toronto, ON M4M 2N3",3,3,1649000,Toronto,SINGLE_FAMILY,43.791794,-79.300476
330,"2 Orley Ave, Toronto, ON M4C 2B9",3,5,1350000,Toronto,SINGLE_FAMILY,43.794613,-79.287476
331,"45 Sunrise Ave #311, Toronto, ON M4A 2S3",3,2,699000,Toronto,SINGLE_FAMILY,43.809177,-79.31293
332,"55 Grassington Cres, Toronto, ON M1G 1X4",3,2,988000,Toronto,SINGLE_FAMILY,43.719097,-79.56454
333,"68 Harvie Ave, Toronto, ON M6E 4K3",3,2,899000,Toronto,SINGLE_FAMILY,43.68929,-79.33712
334,"31 Maclennan Ave, Toronto, ON M4W 2Y5",4,4,4199000,Toronto,CONDO,43.645622,-79.39193
335,"300 Balliol St #508, Toronto, ON M4S 3G6",2,2,759000,Toronto,SINGLE_FAMILY,43.757484,-79.28432
336,"5 Soudan Ave #2605, Toronto, ON M4S 0B1",1,1,699000,Toronto,SINGLE_FAMILY,43.781303,-79.306755
337,"390 Cherry St #604, Toronto, ON M5A 0E2",1,1,650500,Toronto,SINGLE_FAMILY,43.611427,-79.49034
338,"2 Thurrock Rd, Toronto, ON M3L 1P6",3,3,999999,Toronto,SINGLE_FAMILY,43.76323,-79.26073
339,"29 Statesman Sq, Toronto, ON M1S 4H7",4,4,1450000,Toronto,TOWNHOUSE,43.656322,-79.35446
340,"101 9th St, Toronto, ON M8V 3E5",3,2,1429000,Toronto,SINGLE_FAMILY,43.672474,-79.32505
341,"1029 King St W #1016, Toronto, ON M6K 3M9",1,1,789000,Toronto,SINGLE_FAMILY,43.68016,-79.55986
342,"10 Wellesley Pl #104, Toronto, ON M4Y 1B1",1,2,869000,Toronto,SINGLE_FAMILY,43.658794,-79.416245
343,"1700 Avenue Rd #705, Toronto, ON M5M 3Y4",2,2,3110000,Toronto,SINGLE_FAMILY,43.78818,-79.26114
344,"246 Edenbridge Dr, Toronto, ON M9A 3H3",4,5,3380000,Toronto,SINGLE_FAMILY,43.67779,-79.28999
345,"1121 Steeles Ave W PENTHOUSE 107, Toronto, ON M2R 3W7",2,2,699000,Toronto,SINGLE_FAMILY,43.658028,-79.41929
346,"27 Oakridge Dr, Toronto, ON M1M 2A5",4,2,999000,Toronto,SINGLE_FAMILY,43.80022,-79.231445
347,"157 Princess Anne Cres, Toronto, ON M9A 2R7",3,3,1998000,Toronto,SINGLE_FAMILY,43.678528,-79.30654
348,"100 Mornelle Ct #1091, Toronto, ON M1E 4X2",2,2,599000,Toronto,SINGLE_FAMILY,43.609383,-79.495865
349,"34 Mozart Ave, Toronto, ON M1K 2V9",3,2,999000,Toronto,CONDO,43.640266,-79.39601
350,"12 Foxwarren Dr, Toronto, ON M2K 1L2",3,2,1799990,Toronto,SINGLE_FAMILY,43.70545,-79.52685
351,"660 Sheppard Ave E #803B, Toronto, ON M2K 3E5",2,3,2295000,Toronto,SINGLE_FAMILY,43.800514,-79.226036
352,"361 Front St W #2708, Toronto, ON M5V 3R5",2,2,899999,Toronto,SINGLE_FAMILY,43.732437,-79.233696
353,"286 Hillmount Ave, Toronto, ON M6B 1Y4",5,3,999999,Toronto,SINGLE_FAMILY,43.71137,-79.29362
354,"47 Norlong Blvd, Toronto, ON M4C 3W8",4,5,2399900,Toronto,SINGLE_FAMILY,43.738888,-79.22145
355,"45 Southlawn Dr, Toronto, ON M1S 1H9",4,2,948800,Toronto,SINGLE_FAMILY,43.66192,-79.435135
356,"90 Dunthorne Ct, Toronto, ON M1B 2S9",3,2,859000,Toronto,SINGLE_FAMILY,43.718952,-79.58962
357,"359 Harvie Ave, Toronto, ON M6E 4L6",1,2,949000,Toronto,SINGLE_FAMILY,43.707603,-79.37483
358,"844 Danforth Rd, Toronto, ON M1K 1H5",3,3,899000,Toronto,SINGLE_FAMILY,43.74297,-79.23355
359,"32 Wiley Ave, Toronto, ON M4J 3W4",3,3,1349000,Toronto,SINGLE_FAMILY,43.6702,-79.42747
360,"62 Hadrian Dr, Toronto, ON M9W 1V4",3,2,999900,Toronto,CONDO,43.731415,-79.32857
361,"3 Marine Parade Dr UNIT 508, Toronto, ON M8V 3Z5",2,2,523500,Toronto,TOWNHOUSE,43.805504,-79.18544
362,"118 Hamilton St, Toronto, ON M4M 2C8",4,3,1209000,Toronto,SINGLE_FAMILY,43.723248,-79.59154
363,"60 Shuter St #2110, Toronto, ON M5B 1B1",1,1,649000,Toronto,SINGLE_FAMILY,43.689976,-79.35482
364,"177 Hastings Ave, Toronto, ON M4L 2L5",3,3,1199000,Toronto,SINGLE_FAMILY,43.66846,-79.33108
365,"30 Endean Ave, Toronto, ON M4M 1W6",5,3,999000,Toronto,SINGLE_FAMILY,43.728443,-79.462074
366,"29 Rosebank Dr #1809, Toronto, ON M1B 5Y7",3,3,695000,Toronto,SINGLE_FAMILY,43.683147,-79.45284
367,"5 Old Sheppard Ave #204, Toronto, ON M2J 4K3",2,2,749999,Toronto,CONDO,43.665386,-79.38802
368,"22 Leader Ln UNIT 316, Toronto, ON M5E 0B2",1,1,529000,Toronto,SINGLE_FAMILY,43.66159,-79.35221
369,"16 Nightingale Pl, Toronto, ON M1G 2E8",5,4,899000,Toronto,SINGLE_FAMILY,43.678417,-79.34995
370,"24 Kenway Rd, Toronto, ON M8Z 4W8",2,2,1549000,Toronto,SINGLE_FAMILY,43.671,-79.3289
371,"72 Prosperity Ptwy, Toronto, ON M1B 4G7",3,4,799900,Toronto,SINGLE_FAMILY,43.663204,-79.33498
372,"149 Lytton Blvd, Toronto, ON M4R 1L6",4,5,7395000,Toronto,SINGLE_FAMILY,43.676327,-79.44347
373,"118 Yorkville Ave #604, Toronto, ON M5R 1H5",3,3,9990000,Toronto,SINGLE_FAMILY,43.66617,-79.475464
374,"90 Stadium Rd UNIT 1907, Toronto, ON M5V 3W5",2,2,574900,Toronto,SINGLE_FAMILY,43.662136,-79.58729
375,"5765 Yonge St #503, Toronto, ON M2M 4H9",2,2,768000,Toronto,CONDO,43.64009,-79.3786
376,"10 Brin Dr #TOWNHOUSE, Toronto, ON M8X 1Y6",3,2,799900,Toronto,SINGLE_FAMILY,43.63151,-79.49114
377,"6 Sonic Way #808, Toronto, ON M3C 0P1",2,2,669900,Toronto,CONDO,43.654354,-79.4632
378,"84 Wineva Ave, Toronto, ON M4E 2T2",4,4,2299888,Toronto,SINGLE_FAMILY,43.676414,-79.32801
379,"8 Eaglewing Ct, Toronto, ON M1E 4M1",4,3,1738000,Toronto,SINGLE_FAMILY,43.609535,-79.49915
380,"15 Grenville St #4810, Toronto, ON M4Y 0B9",1,1,928000,Toronto,SINGLE_FAMILY,43.667282,-79.50319
381,"29 Nelson St, Toronto, ON M1J 3K8",3,4,999999,Toronto,SINGLE_FAMILY,43.73122,-79.46729
382,"141 Kingsmount Park Rd, Toronto, ON M4L 3L6",3,2,1379000,Toronto,TOWNHOUSE,43.664078,-79.44267
383,"249 Bicknell Ave, Toronto, ON M6M 4H2",2,2,998000,Toronto,SINGLE_FAMILY,43.706276,-79.231865
384,"50 Grandravine Dr #2, Toronto, ON M3J 1B1",3,3,529900,Toronto,TOWNHOUSE,43.644257,-79.40589
385,"4673 Jane St #713, Toronto, ON M3N 2L1",2,1,298000,Toronto,SINGLE_FAMILY,43.684193,-79.56104
386,"503 Beecroft Rd #306, Toronto, ON M2N 0A2",3,1,339900,Toronto,SINGLE_FAMILY,43.76874,-79.21992
387,"1 Hickory Tree Rd #303, Toronto, ON M9N 3W4",2,2,625000,Toronto,SINGLE_FAMILY,43.685246,-79.31057
388,"29 Berkindale Dr, Toronto, ON M2L 1Z7",4,5,4995000,Toronto,SINGLE_FAMILY,43.691128,-79.26728
389,"5 Old Sheppard Ave UNIT 1205, Toronto, ON M2J 4K3",3,2,600000,Toronto,SINGLE_FAMILY,43.638416,-79.46905
390,"82 Bellhaven Rd, Toronto, ON M4L 3J8",4,2,1498000,Toronto,TOWNHOUSE,43.72322,-79.37969
391,"778 Sheppard Ave W #501, Toronto, ON M3H 6B7",2,2,499000,Toronto,SINGLE_FAMILY,43.68797,-79.30724
392,"110 Marine Parade Dr #211, Toronto, ON M8V 0B6",1,1,625000,Toronto,SINGLE_FAMILY,43.765907,-79.25159
393,"3231 Eglinton Ave E #808B, Toronto, ON M1J 3N5",2,2,499000,Toronto,SINGLE_FAMILY,43.642803,-79.53989
394,"26 Bellehaven Cres, Toronto, ON M1M 1H4",4,4,2999999,Toronto,SINGLE_FAMILY,43.75698,-79.32218
395,"23 Kempsell Cres, Toronto, ON M2J 2Z6",3,2,1480000,Toronto,TOWNHOUSE,43.70021,-79.44828
396,"566 Gladstone Ave, Toronto, ON M6H 3J2",3,3,1189000,Toronto,SINGLE_FAMILY,43.751984,-79.187195
397,"57 Saint Joseph St #419, Toronto, ON M5S 0C5",2,2,1200000,Toronto,SINGLE_FAMILY,43.682426,-79.32169
398,"58 Morningside Ave, Toronto, ON M1E 3C2",3,2,1400000,Toronto,SINGLE_FAMILY,43.685276,-79.33738
399,"216 Woodville Ave, Toronto, ON M4J 2R7",4,4,1950000,Toronto,SINGLE_FAMILY,43.66923,-79.33309
400,"98 Saint Hubert Ave, Toronto, ON M4J 3Z5",2,1,999000,Toronto,TOWNHOUSE,43.673412,-79.43883
401,"1 Tanvalley Ct, Toronto, ON M3B 1C5",4,6,6200000,Toronto,SINGLE_FAMILY,43.692135,-79.30904
402,"1201 Dovercourt Rd, Toronto, ON M6H 2Y1",4,4,1849000,Toronto,SINGLE_FAMILY,43.831795,-79.23752
403,"902 Woodbine Ave, Toronto, ON M4C 4B5",3,3,1288888,Toronto,SINGLE_FAMILY,43.679546,-79.31227
404,"163 Chipwood Cres, Toronto, ON M2J 3X6",4,4,998000,Toronto,SINGLE_FAMILY,43.764717,-79.26342
405,"56 Cedarvale Ave, Toronto, ON M4C 4J4",3,4,1299000,Toronto,SINGLE_FAMILY,43.66229,-79.44952
406,"65 Harbour Sq #1303, Toronto, ON M5J 2L4",1,1,1250000,Toronto,SINGLE_FAMILY,43.590614,-79.52658
407,"176 Clifton Ave, Toronto, ON M3H 4L7",4,6,999000,Toronto,SINGLE_FAMILY,43.65821,-79.343445
408,"368A Dundas St E, Toronto, ON M5A 2A3",2,2,799900,Toronto,SINGLE_FAMILY,43.67495,-79.32257
409,"14 Ptarmigan Cres, Toronto, ON M3A 1W3",3,2,1299900,Toronto,SINGLE_FAMILY,43.777237,-79.14512
410,"201 Banbury Rd, Toronto, ON M3B 3C6",4,4,2898000,Toronto,SINGLE_FAMILY,43.68684,-79.28132
411,"39 Major St, Toronto, ON M5S 2K9",3,4,2099900,Toronto,SINGLE_FAMILY,43.75569,-79.1814
412,"50 George Butchart Dr #911, Toronto, ON M3K 1Y2",1,1,659000,Toronto,SINGLE_FAMILY,43.599163,-79.50693
413,"2221 Yonge St #4907, Toronto, ON M4S 0B8",1,1,609900,Toronto,SINGLE_FAMILY,43.801697,-79.178986
414,"410 Queens Quay W #513, Toronto, ON M5V 3T1",1,1,499900,Toronto,SINGLE_FAMILY,43.669746,-79.41275
415,"106 Dovercourt Rd #420, Toronto, ON M6J 0G4",1,1,749000,Toronto,SINGLE_FAMILY,43.64556,-79.40642
416,"929 Bathurst St, Toronto, ON M5R 3G4",4,3,1439000,Toronto,SINGLE_FAMILY,43.65323,-79.4032
417,"580 Lansdowne Ave, Toronto, ON M6H 3Y6",3,2,849999,Toronto,SINGLE_FAMILY,43.67334,-79.41137
418,"407 Brunswick Ave, Toronto, ON M5R 2Z2",4,6,4198000,Toronto,SINGLE_FAMILY,43.681442,-79.43616
419,"830 Lawrence Ave W #1103, Toronto, ON M6A 0B6",1,1,569900,Toronto,SINGLE_FAMILY,43.782433,-79.34466
420,"21 Eastwood Ave, Toronto, ON M1N 3G9",3,3,1299000,Toronto,SINGLE_FAMILY,43.81006,-79.30955
421,"386 Renforth Dr, Toronto, ON M9C 2M2",4,3,997000,Toronto,SINGLE_FAMILY,43.678085,-79.31423
422,"135 Morse St, Toronto, ON M4M 2P9",3,2,1149000,Toronto,SINGLE_FAMILY,43.68433,-79.33045
423,"113 Natal Ave, Toronto, ON M1N 3V8",3,3,1199000,Toronto,SINGLE_FAMILY,43.649555,-79.40867
424,"812 Burnhamthorpe Rd #1909, Toronto, ON M9C 4W1",3,2,874700,Toronto,SINGLE_FAMILY,43.6848,-79.54939
425,"91 Brooke Ave, Toronto, ON M5M 2K2",4,6,5989000,Toronto,SINGLE_FAMILY,43.674126,-79.30076
426,"55 Glenellen Dr E, Toronto, ON M8Y 2G7",3,2,2200000,Toronto,SINGLE_FAMILY,43.70168,-79.28874
427,"59 Linnsmore Cres, Toronto, ON M4J 4J9",3,2,1499000,Toronto,SINGLE_FAMILY,43.663387,-79.49205
428,"4673 Jane St #810, Toronto, ON M3N 2L1",1,1,225000,Toronto,SINGLE_FAMILY,43.69444,-79.43461
429,"24 Coe Hill Dr, Toronto, ON M6S 3C8",3,2,1299000,Toronto,SINGLE_FAMILY,43.687054,-79.33312
430,"77 Don Valley Dr, Toronto, ON M4K 2J3",4,4,2395000,Toronto,SINGLE_FAMILY,43.783485,-79.44865
431,"80 John St #2201, Toronto, ON M5V 3X4",2,2,899999,Toronto,TOWNHOUSE,43.625854,-79.47811
432,"575 Avenue Rd #904, Toronto, ON M4V 2K2",1,1,439900,Toronto,SINGLE_FAMILY,43.642174,-79.52629
433,"1 Rowntree Rd #306, Toronto, ON M9V 5G7",2,2,799000,Toronto,SINGLE_FAMILY,43.63064,-79.51034
434,"839 Logan Ave, Toronto, ON M4K 3E2",3,2,1849000,Toronto,CONDO,43.658573,-79.395325
435,"4645 Jane St #909, Toronto, ON M3N 2K9",2,1,320000,Toronto,SINGLE_FAMILY,43.754814,-79.1822
436,"47 Wintergreen Rd, Toronto, ON M3M 2H9",4,2,899000,Toronto,SINGLE_FAMILY,43.64864,-79.40644
437,"15 Woodside Ave, Toronto, ON M6P 1L6",5,4,2780000,Toronto,SINGLE_FAMILY,43.707123,-79.38709
438,"27 Ovida Ave, Toronto, ON M9B 1E2",4,6,3398000,Toronto,SINGLE_FAMILY,43.63142,-79.57098
439,"300 Front St W PENTHOUSE 1, Toronto, ON M5V 0E9",3,3,2895000,Toronto,SINGLE_FAMILY,43.684536,-79.34521
440,"21 Syracuse Cres, Toronto, ON M1E 2G7",4,2,749000,Toronto,SINGLE_FAMILY,43.66214,-79.5515
441,"28 Rexdale Blvd #43, Toronto, ON M9W 5Z3",2,2,535000,Toronto,SINGLE_FAMILY,43.783184,-79.40749
442,"153 B Stanley Ave, Toronto, ON M8V 1N8",3,4,2100000,Toronto,SINGLE_FAMILY,43.60055,-79.50057
443,"335 Lonsdale Rd #104, Toronto, ON M5P 1R4",1,1,499000,Toronto,SINGLE_FAMILY,43.703144,-79.45034
444,"36 Grant St, Toronto, ON M4M 2H5",4,2,1288000,Toronto,SINGLE_FAMILY,43.732452,-79.39589
445,"5 Soudan Ave #1009, Toronto, ON M4S 0B1",2,2,849800,Toronto,SINGLE_FAMILY,43.669804,-79.36538
